Code,DA(sqmi),slope(m/m),PK0_2_width,PK50_width,bkf_width_HAND,CH_V_Q500,OB_V_Q500,CHSSPQ2,OBSSPQ2,Percent Cohesive,Percent Mixed,Percent Noncohesive,Average Depth To Bedrock
5001323,0.599740179,0.732696608,0.624189633,0.60270304,0.620081689,0.293237982,0.382029102,0.748551952,0.741621738,0,0,0.6667,0.360572012
5001352,0.38471594,0.8791542,0.311586041,0.322422749,0.468052732,0.367767187,0.386234212,0.834987581,0.823746289,0.75,0,0.25,0.040858018
5001483,0.537317128,0.681428131,0.559929632,0.587858816,0.556430662,0.259598324,0.387490755,0.696271656,0.676800508,0.3333,0,0.6667,0.040858018
5001777,0.588317861,0.695428272,0.610028581,0.586229527,0.617193158,0.447646286,0.495730782,0.724297409,0.732274334,0,0,0.8333,0.360572012
5001877,0.388900339,0.872876129,0.228806411,0.253882049,0.406491482,0.455673903,0.474011548,0.848343568,0.846555161,0.5882,0,0.4118,0.150755873
5001930,0.41479826,0.867680768,0.404630699,0.400466808,0.545043667,0.418107159,0.402308358,0.792946881,0.76850107,0,0,1,0.280643514
5001945,0.489756583,0.533587393,0.526683576,0.56187804,0.675884084,0.514121559,0.544044929,0.506329938,0.543905301,0.2,0,0.8,0.040858018
5001952,0.540249141,0.635476701,0.595954755,0.627443057,0.594107551,0.336392944,0.445852212,0.648680973,0.644064524,0.5,0,0.5,0.040858018
5002747,0.397114054,0.859399996,0.426807732,0.434640162,0.557897311,0.414026498,0.401654721,0.773696409,0.741819011,0,0,1,0.040858018
5002916,0.582735541,0.716193064,0.524285176,0.544570573,0.594977845,0.428623491,0.472443961,0.747671797,0.76266552,0,0,0.8333,0.520429009
5003484,0.589031447,0.684969256,0.618451839,0.613934937,0.58732281,0.408381743,0.466581411,0.733966768,0.739676458,0,0,0.75,0.280643514
5003613,0.607078232,0.611121372,0.599209554,0.637684151,0.601429223,0.437444052,0.548209349,0.685709981,0.670081402,0,0,0.8889,0.254004086
5003694,0.667228851,0.813956685,0.49422186,0.503433644,0.606708787,0.405268414,0.372420896,0.836486941,0.826331724,0.375,0,0.5,0.160755873
5004467,0.589821632,0.749473561,0.585921318,0.577306885,0.643636564,0.27235101,0.302480969,0.74017091,0.753109317,0,0,0.75,0.280643514
5004608,0.651994517,0.647153604,0.681978428,0.68996546,0.631303987,0.485194504,0.555284717,0.708638085,0.724301573,0,0,0.9167,0.120786517
5005305,0.589823808,0.640310834,0.613855293,0.639504221,0.659205328,0.191164686,0.220290802,0.67109731,0.66932501,0,0,0.6667,0.360572012
5005661,0.599157935,0.664095767,0.62186547,0.621016932,0.63592891,0.44974753,0.467444882,0.701768587,0.718583661,0,0,0.8571,0.177875383
5000326,0.465906084,0.600808853,0.491831011,0.47074669,0.618186609,0.52939404,0.528604904,0.576875106,0.590505853,0.7333,0,0.2667,0.232686415
5000543,0.553217812,0.865368822,0.448932851,0.469903372,0.552592371,0.602943473,0.621473325,0.836573486,0.827039837,0.1,0,0.75,0.229622063
5000559,0.399521436,0.756184502,0.417332655,0.436400651,0.527363078,0.463358237,0.463902269,0.683491477,0.667815014,0.7391,0,0.2174,0.163789581
5000629,0.441218735,0.83397507,0.385508344,0.37978567,0.550239141,0.311708489,0.264375177,0.734416729,0.651848015,0.4,0,0.6,0.040858018
5000725,0.721419659,0.480894416,0.642727988,0.665373361,0.588555498,0.40003972,0.579423725,0.617920557,0.60726985,0,0,0.8,0.232686415
5000912,0.39333415,0.743485345,0.592161526,0.537527138,0.580472297,0.223875511,0.274595358,0.650857184,0.584371454,0.5,0,0.5,0.040858018
5001075,0.389467195,0.865369926,0.268017773,0.28488564,0.440349037,0.43454072,0.454867388,0.808821728,0.7876889,0.6923,0,0.2692,0.070051073
5001091,0.750229376,0.712559685,0.609290895,0.572217067,0.658789353,0.508296796,0.478660941,0.774500735,0.794060628,0.75,0,0.1667,0.200715015
5001114,0.573055078,0.690594012,0.53564223,0.560222292,0.588396759,0.555335385,0.604788097,0.716886079,0.717654216,0.0968,0,0.871,0.133677222
5001116,0.72309752,0.483899282,0.659088665,0.688148535,0.591480339,0.412979133,0.595019381,0.624419258,0.595619853,0.3333,0,0.5,0.196547497
5001245,0.748845168,0.463051457,0.652899767,0.64265875,0.645946635,0.405972384,0.469584609,0.631732423,0.628756626,0.5,0,0.25,0.280643514
5001458,0.7020317,0.528135273,0.65889953,0.651320508,0.620030723,0.594022125,0.70948329,0.660070275,0.650356797,0.1667,0,0.7778,0.094147089
5001550,0.753541859,0.715168604,0.623778483,0.658343437,0.597422391,0.27808828,0.39484989,0.816030437,0.81845734,0.2,0,0.6,0.232686415
5001714,0.750845629,0.450069455,0.643060337,0.626591803,0.644135453,0.493951587,0.595268852,0.610115042,0.613291234,0.3,0,0.6,0.136772217
5001810,0.7528176,0.632095477,0.625210981,0.555055411,0.647239755,0.442047202,0.471465208,0.730526575,0.74224601,0.4,0,0.4,0.424514811
5001883,0.386643181,0.79625991,0.419354334,0.415541321,0.554014483,0.406179819,0.384876764,0.696602459,0.637397325,0.875,0,0.125,0.034606742
5001921,0.48330586,0.777511024,0.452180884,0.460440974,0.631369824,0.376375851,0.339162459,0.674099089,0.603913146,0.5,0,0.25,0.280643514
5001995,0.748679075,0.460159207,0.591858687,0.624331157,0.625248987,0.44496442,0.509810572,0.637724578,0.650213939,0.5,0,0.25,0.280643514
5002110,0.708415018,0.5793581,0.705963061,0.736766718,0.59649157,0.393793038,0.507490573,0.710503127,0.692985563,0,0,0.6667,0.360572012
5002152,0.748748887,0.665113536,0.568076567,0.55399372,0.643894234,0.477917529,0.478431213,0.755250078,0.76496417,0.6667,0,0.1667,0.200715015
5002282,0.75196016,0.600185082,0.607114794,0.578886703,0.611024242,0.300440164,0.358807524,0.731845896,0.764524046,0.8,0,0,0.424514811
5002294,0.754271798,0.400501496,0.594218978,0.621243475,0.643810663,0.536701305,0.638968417,0.578576659,0.585610614,0.2143,0,0.7143,0.109366701
5002431,0.753126461,0.628475049,0.594202681,0.586021068,0.646882524,0.50698082,0.547252872,0.732452237,0.735629894,0.6667,0,0.2222,0.57371808
5002677,0.75282352,0.654732948,0.55660463,0.563981757,0.640810962,0.321951365,0.361364719,0.748175961,0.751841126,0.6667,0,0,0.680286006
5002838,0.748821999,0.655630304,0.597715605,0.548968178,0.650175546,0.490478638,0.49771396,0.74581465,0.755143246,0.7143,0,0.1429,0.174300306
5002982,0.433531214,0.792677897,0.398989615,0.398790089,0.570715208,0.371180283,0.332388417,0.692000725,0.640457345,0.5,0,0.5,0.520429009
5003191,0.546162697,0.624802042,0.506577442,0.477657876,0.58968482,0.466765755,0.498544426,0.639061844,0.649171383,0.7857,0,0.1429,0.109366701
5003240,0.724436004,0.510724312,0.637992019,0.642588914,0.607945355,0.496986425,0.640066698,0.633475961,0.643247129,0.3333,0,0.5556,0.1446476
5003276,0.755121121,0.570512374,0.567775345,0.575586163,0.642635381,0.54805573,0.568730211,0.702453319,0.728531977,0.6667,0,0.1667,0.200715015
5003330,0.706780684,0.532832549,0.695759389,0.653888171,0.609529998,0.545111744,0.635001767,0.668716463,0.669544881,0,0,0.8889,0.147425945
5003346,0.734254823,0.506565521,0.60447927,0.597586643,0.643719083,0.617179662,0.6608176,0.643034452,0.672719518,0.619,0,0.3333,0.131011236
5004009,0.483052143,0.585316335,0.477213752,0.479424329,0.577526538,0.477609724,0.524272084,0.587826647,0.594084929,0.7,0,0.3,0.136772217
5004092,0.719818888,0.478585842,0.69701484,0.731050797,0.798853774,0.754877341,0.760829746,0.530151346,0.586102939,0.1562,0,0.8125,0.070051073
5004375,0.466455689,0.665646471,0.469111023,0.450995137,0.591184278,0.359054316,0.392650585,0.617983677,0.619594884,0.6,0,0.4,0.030847804
5004432,0.708392713,0.560128741,0.723123929,0.682821545,0.607673051,0.516220647,0.615369143,0.69263492,0.657619743,0,0,0.8,0.232686415
5004494,0.720047618,0.491843986,0.601747818,0.635664358,0.614249228,0.460706174,0.601817025,0.630998587,0.632581335,0,0,0.8333,0.200715015
5004504,0.754910745,0.541756412,0.626962107,0.615040771,0.654380766,0.52860921,0.580364209,0.673610368,0.679847638,0.375,0,0.5,0.160755873
5004563,0.575529115,0.614008277,0.575821953,0.612236431,0.587368307,0.438703018,0.538014085,0.671209548,0.679831608,0.1429,0,0.7143,0.177875383
5004668,0.753411731,0.577581382,0.62074927,0.606652658,0.637580881,0.497610449,0.563722995,0.707433785,0.709367894,0.3333,0,0.5,0.280643514
5005091,0.750259,0.754370734,0.572577964,0.595483223,0.675299343,0.347988039,0.35470251,0.791108409,0.780200364,0.4,0,0.4,0.232686415
5005162,0.45742811,0.77596281,0.440894518,0.459320538,0.577075257,0.331683517,0.314366534,0.691610304,0.648145747,0.5,0,0.5,0.034606742
5005220,0.723546471,0.498239904,0.682717145,0.643749399,0.594442548,0.443423747,0.574443611,0.638118402,0.656958028,0.3333,0,0.5556,0.254004086
5005228,0.474663306,0.574698519,0.499036564,0.53196024,0.660401805,0.522365259,0.51726809,0.52869795,0.525476142,0.7273,0,0.2727,0.036312564
5005391,0.752940144,0.69830591,0.559139068,0.512164561,0.637264066,0.424054029,0.434568287,0.775261175,0.803702204,0.6,0,0.2,0.808171604
5005505,0.723353726,0.452342625,0.746322018,0.710664965,0.587669722,0.46420367,0.637568217,0.589811901,0.616059494,0.4,0,0.5,0.230183861
5005556,0.75259997,0.647591892,0.569635666,0.558702473,0.653723145,0.53018154,0.55084066,0.737912008,0.753840468,0.75,0,0.1667,0.280643514
5005578,0.751957607,0.590725037,0.631500195,0.584045939,0.643575075,0.491820643,0.536921658,0.707120842,0.703118617,0.6,0,0.3,0.328600613
5005667,0.749372224,0.527888235,0.681390794,0.592321519,0.655758858,0.351128062,0.411040237,0.666343067,0.674454255,0.5,0,0.25,0.280643514
5000026,0.485571358,0.800905817,0.421564458,0.436227339,0.575712802,0.480569864,0.467119114,0.750678707,0.741110307,0.4,0,0.4,0.232686415
5000043,0.477772552,0.732724996,0.442091969,0.468728073,0.596056356,0.331894906,0.325811223,0.682661848,0.671172638,0.6667,0,0.3333,0.034044944
5000062,0.585842776,0.760759261,0.467105865,0.480068119,0.583186205,0.403858295,0.427420797,0.752363323,0.745209781,0,0,1,0.040858018
5000065,0.380028089,0.916763714,0.30195523,0.312028266,0.492505517,0.280216249,0.269876596,0.82038867,0.783523363,1,0,0,0.040858018
5000151,0.694303291,0.702537236,0.554666654,0.541065485,0.619004148,0.47127319,0.509784844,0.755235748,0.758606483,0,0,0.875,0.275536261
5000175,0.508973311,0.71163441,0.546273382,0.534877392,0.687351484,0.272369079,0.283957365,0.610799312,0.6213358,0,0,0.6667,0.360572012
5000283,0.06388975,0.925752288,0.047948755,0.072208131,0,0,0.183938895,0.923346405,0.841425103,0.375,0,0.5,0.160755873
5000460,0.37314415,0.884677555,0.338771639,0.334188004,0.337676973,0.132372594,0.208094706,0.877090491,0.878345498,1,0,0,0.023237998
5000636,0.717444439,0.777175406,0.485006089,0.491104613,0.626396881,0.48175112,0.440722882,0.808159066,0.818892823,0.6,0,0.3,0.328600613
5000749,0.471971276,0.798966391,0.407481032,0.415115291,0.551046797,0.487754723,0.484213797,0.747929893,0.738419596,0.3846,0,0.6154,0.036138917
5000807,0.658902565,0.615930537,0.586926566,0.605608232,0.607539232,0.560834633,0.631859463,0.683064041,0.695115088,0.0909,0,0.8636,0.084453524
5000835,0.480053266,0.780040613,0.440803575,0.447214997,0.562954522,0.383644152,0.389212001,0.733820135,0.703676518,0.4,0,0.4,0.424514811
5000867,0.716376207,0.69236943,0.512737856,0.51740218,0.620013216,0.45066455,0.439673424,0.761705365,0.778371164,0.6,0,0.2,0.232686415
5000883,0.511407805,0.699433005,0.549893878,0.52338509,0.702782129,0.276838651,0.21958338,0.600105406,0.628000643,0,0,0.5,0.520429009
5000930,0.538163101,0.572337417,0.604172451,0.583808591,0.693124236,0.511447602,0.493707374,0.544199179,0.554337932,0,0,0.8571,0.177875383
5000947,0.462401346,0.650069379,0.400162297,0.461067021,0.68388163,0.322932769,0.280415834,0.564393843,0.558504042,0.25,0,0.75,0.040858018
5001061,0.445781915,0.75348798,0.434580793,0.449708709,0.581957603,0.404463466,0.400122642,0.688360078,0.675606581,0.6,0,0.2,0.232686415
5001172,0.424912606,0.722005532,0.458527665,0.459613594,0.598023392,0.339607561,0.347793179,0.650460702,0.628759345,1,0,0,0.040858018
5001299,0.477593667,0.498034148,0.580678464,0.600984781,0.785210697,0.430690883,0.279963403,0.416214104,0.139760899,0,0,0.75,0.280643514
5001332,0.706021906,0.565707664,0.558511423,0.579660703,0.634954681,0.408943813,0.494038144,0.662224066,0.646833105,0.4,0,0.4,0.232686415
5001361,0.590540419,0.667614053,0.531928863,0.552817674,0.590372877,0.405254727,0.454036793,0.689805855,0.694409486,0,0,1,0.040858018
5001510,0.694985403,0.585507079,0.499463447,0.532709744,0.608971405,0.464602269,0.54680768,0.672557518,0.699168955,0,0,0.8,0.232686415
5001790,0.51287176,0.568975376,0.57394994,0.586707737,0.672841302,0.423454325,0.42780664,0.540200983,0.565534403,0,0,0.75,0.280643514
5001806,0.71922505,0.572042123,0.606441166,0.550059769,0.632527649,0.33691138,0.342521017,0.682122168,0.715745144,0,0,0.75,0.760214505
5001896,0.672888547,0.654977638,0.592624023,0.567801984,0.592979031,0.402434399,0.46974628,0.721705567,0.744277922,0.2,0,0.6,0.228600613
5001981,0.459034403,0.676105861,0.498310066,0.501552082,0.633259734,0.45494999,0.457941686,0.608114727,0.606171947,0,0,1,0.040858018
5002005,0.421331851,0.791491054,0.407301403,0.426333407,0.576586252,0.356920313,0.343875248,0.703728198,0.66248727,1,0,0,0.040858018
5002022,0.43967596,0.794456532,0.430705882,0.405152801,0.557004013,0.375869974,0.363955818,0.725480709,0.71251858,0.8,0,0.2,0.040858018
5002024,0.593724574,0.701051204,0.579505429,0.581775283,0.577273289,0.347334047,0.426383009,0.719155033,0.724400138,0,0,0.75,0.280643514
5002233,0.586529148,0.658883785,0.486765276,0.509685648,0.640151557,0.42089711,0.436526602,0.657245861,0.655494725,0,0,1,0.040858018
5002276,0.670317673,0.597424502,0.456389463,0.530826816,0.602834507,0.31350382,0.388251895,0.683505857,0.682890678,0,0,0.6667,0.360572012
5002498,0.693323129,0.664290271,0.618641598,0.599952477,0.633030482,0.449284931,0.515520937,0.719206503,0.724294038,0,0,0.8333,0.357170582
5002500,0.46047657,0.662316515,0.499745032,0.521298815,0.623162926,0.357106633,0.400381434,0.604089316,0.589352377,0.3333,0,0.6667,0.040858018
5002505,0.70622555,0.785202927,0.459390596,0.456226278,0.620804204,0.432000003,0.382306594,0.811354357,0.810620581,0.75,0,0,0.280643514
5002700,0.382081023,0.881953254,0.364155341,0.313804706,0.53580001,0.213223693,0.146520225,0.764516449,0.668368267,0.6667,0,0.3333,0.029111338
5002706,0.538168926,0.708722768,0.434364879,0.477464493,0.61472539,0.16848102,0.189588124,0.676801358,0.585868508,0,0,0.5,0.520429009
5002915,0.592189338,0.720522685,0.460133485,0.41463204,0.585710361,0.193213447,0.154294004,0.731955331,0.756524048,0,0,1,0.040858018
5003266,0.37705729,0.884682911,0.35863375,0.33271396,0.532841424,0.208606988,0.14684335,0.764636592,0.682032369,1,0,0,0.023237998
5003466,0.674216804,0.655437419,0.549231623,0.521894891,0.609411268,0.486057029,0.496005479,0.721141687,0.732749671,0.1429,0,0.7143,0.314902962
5003519,0.472338761,0.784616521,0.436918119,0.464404954,0.540540515,0.204445407,0.245715695,0.748696536,0.72726278,0,0,1,0.040858018
5003598,0.586550058,0.723400273,0.464797204,0.533046077,0.738496651,0.259012443,0.191712345,0.634865119,0.639895396,0,0,1,0.040858018
5003647,0.701194409,0.634722406,0.622240523,0.560908528,0.620198112,0.505023366,0.520930971,0.714688991,0.740156138,0.2857,0,0.5714,0.172042901
5003674,0.641364435,0.730215868,0.601878225,0.592230583,0.579491616,0.252525827,0.325146366,0.76245359,0.757775204,0,0,0.75,0.280643514
5003682,0.719406552,0.595809305,0.541061443,0.576622158,0.633357435,0.500695982,0.544018202,0.694598567,0.700780428,0,0,0.8,0.616343207
5003768,0.693338338,0.731378287,0.477216695,0.498958577,0.652889743,0.329628639,0.360932578,0.743612042,0.761724476,0,0,0.6667,0.673472932
5003839,0.38717703,0.879789877,0.373631174,0.366866394,0.546102952,0.302650833,0.258376898,0.769952484,0.710660977,1,0,0,0.040858018
5003901,0.641392559,0.583195736,0.498636354,0.557251849,0.609535833,0.369085665,0.432908017,0.65569251,0.670774179,0,0,0.8,0.232686415
5004027,0.702785893,0.580383868,0.672811448,0.564989263,0.651149188,0.435356405,0.438424024,0.664809398,0.700610913,0.8,0,0,0.216343207
5004050,0.718513017,0.674271292,0.574369928,0.610441449,0.630165179,0.457524233,0.505558723,0.745320997,0.770523835,0,0,0.8,0.808171604
5004089,0.705364577,0.577494917,0.605486174,0.625379853,0.629299559,0.456137793,0.546577558,0.668633229,0.675636088,0.2857,0,0.5714,0.177875383
5004205,0.483288882,0.591222793,0.519771622,0.57548497,0.78271087,0.380072638,0.261512265,0.474151404,0.438356579,0,0,0.6667,0.360572012
5004224,0.593311387,0.639882945,0.555469542,0.580726852,0.616957439,0.43855673,0.505585746,0.654620046,0.668861804,0,0,1,0.040858018
5004234,0.416076565,0.795430255,0.441552054,0.448858391,0.582287652,0.302554473,0.298597218,0.699257073,0.673173272,1,0,0,0.040858018
5004237,0.503078476,0.567767631,0.529002964,0.557794282,0.709078834,0.459863472,0.407284408,0.515767768,0.527120979,0,0,0.8333,0.200715015
5004275,0.414999615,0.760043641,0.566441447,0.610693968,0.746058108,0.179020109,0.201616385,0.563572823,0.51530554,0,0,1,0.040858018
5004290,0.71919081,0.745366192,0.576122543,0.577601932,0.639410642,0.317848967,0.336221335,0.774662331,0.808772778,0,0,0.75,0.760214505
5004442,0.453776631,0.800004415,0.413025074,0.420516086,0.558210257,0.370426243,0.360390331,0.746180272,0.736444082,1,0,0,0.040858018
5004686,0.444090988,0.719262597,0.561779966,0.543153657,0.61053506,0.357676399,0.371488194,0.641383226,0.606134775,0,0,1,0.040858018
5004696,0.46200876,0.879956102,0.353014783,0.376983286,0.566043061,0.380639409,0.328222879,0.793747192,0.759718316,0.8333,0,0.1667,0.029111338
5004699,0.508887091,0.604487587,0.54157752,0.547831124,0.727788975,0.408879588,0.356379654,0.529314492,0.516068146,0,0,0.8333,0.200715015
5004745,0.410372376,0.639038356,0.546992884,0.50498437,0.65911986,0.43373693,0.383661963,0.531487048,0.461614886,0,0,0.8333,0.193901941
5004758,0.71700787,0.643292918,0.602537173,0.612841252,0.641580131,0.375955666,0.38307035,0.720903918,0.738862747,0.8,0,0,0.232686415
5004763,0.688781681,0.681288148,0.542037414,0.544940205,0.61902412,0.482772564,0.508128171,0.739011121,0.752543413,0.2,0,0.7,0.136772217
5004954,0.462133064,0.65935458,0.495020809,0.566835288,0.679345552,0.15784862,0.201319975,0.562180654,0.5915239,1,0,0,0.040858018
5004971,0.694629531,0.596143819,0.615041948,0.647850554,0.64087914,0.500351993,0.589440643,0.667730155,0.677431352,0,0,0.8571,0.177875383
5005004,0.376619642,0.853848176,0.355802425,0.354430461,0.545494541,0.258734631,0.208785104,0.738646595,0.644968392,1,0,0,0.023237998
5005050,0.718049662,0.605381646,0.666060671,0.657547711,0.655491688,0.394086751,0.452396372,0.68440041,0.728224894,0,0,0.6667,1
5005063,0.673543437,0.671358655,0.599381949,0.556826122,0.611185808,0.479718484,0.510944013,0.726715837,0.733263692,0.125,0,0.75,0.158202247
5005085,0.703553386,0.841277273,0.489236065,0.455389994,0.590174946,0.463004011,0.438111154,0.859767091,0.866791856,0.5,0,0.1667,0.353758938
5005340,0.462826335,0.836038542,0.377982894,0.404510688,0.552809198,0.313545541,0.290244273,0.776280927,0.761720681,1,0,0,0.040858018
5005371,0.70511461,0.559548897,0.584329427,0.589253422,0.624041897,0.530806341,0.609673291,0.666128453,0.654924322,0.6429,0,0.2857,0.106445352
5005411,0.590542795,0.798650634,0.454008021,0.497918759,0.621347624,0.15002151,0.184085602,0.751300018,0.758212064,0,0,1,0.040858018
5005415,0.641260987,0.631632506,0.566841795,0.570473756,0.610396354,0.488162149,0.539086643,0.684420353,0.694033606,0,0,0.8889,0.147425945
5005425,0.519204681,0.683416825,0.630351131,0.591692198,0.65579071,0.287698417,0.349322621,0.618901189,0.599269128,0,0,0.6667,0.360572012
5005426,0.512899858,0.74015331,0.635437371,0.631559734,0.597171246,0.237785949,0.338870959,0.6860102,0.636531304,0,0,0.6667,0.360572012
5005602,0.478075065,0.943168965,0.402025354,0.415314349,0.568183136,0.416844433,0.388762228,0.836484461,0.785471227,0.375,0,0.625,0.156343207
5005635,0.692718163,0.720942184,0.563550108,0.564002933,0.618103879,0.3848836,0.456787421,0.7596872,0.758508081,0.2,0,0.6,0.232686415
5005662,0.46958135,0.785538999,0.455522157,0.462050631,0.563967205,0.31292042,0.3019739,0.741973713,0.742523566,0.3333,0,0.6667,0.360572012
5005704,0.527283982,0.6052382,0.613041136,0.626028147,0.752157116,0.359390817,0.353182291,0.520271629,0.512270871,0,0,0.6667,0.360572012
5000020,0.699396505,0.665440912,0.57368006,0.535306024,0.625291518,0.47734015,0.484316749,0.744880606,0.7641531,0,0,0.8,0.232686415
5000124,0.420635806,0.849536196,0.279073403,0.328091159,0.533188125,0.208948325,0.193963834,0.788706201,0.783161252,0.5,0,0.5,0.040858018
5000135,0.459403673,0.865352822,0.37844763,0.351548913,0.555443557,0.253061906,0.207628543,0.795950027,0.780201921,1,0,0,0.040858018
5000162,0.601253544,0.754167596,0.461750261,0.482239586,0.591787437,0.544054601,0.545700291,0.755150479,0.755419131,0.6875,0,0.3125,0.038304392
5000246,0.645238691,0.763004088,0.477664525,0.496597273,0.60669304,0.516309854,0.502351975,0.782434006,0.790744972,0.3571,0,0.5714,0.106853933
5000277,0.467984185,0.90382987,0.334218444,0.355762873,0.554184275,0.388555943,0.350677974,0.823528709,0.803445566,0.3333,0,0.3333,0.360572012
5000282,0.418575768,0.890692148,0.329801956,0.34079964,0.54173597,0.308445178,0.260941203,0.800821193,0.771001454,1,0,0,0.030643514
5000388,0.678481382,0.704223993,0.520530111,0.537987018,0.62422896,0.427124922,0.422183399,0.757912993,0.749218269,0.375,0,0.5,0.160755873
5000473,0.416292537,0.953411466,0.209387539,0.246394207,0.432961693,0.474478003,0.467716917,0.904926342,0.89219054,0.7083,0,0.125,0.184198161
5000477,0.541735304,0.558174106,0.663963776,0.673505851,0.722330777,0.45078505,0.502422554,0.509125752,0.546387208,0,0,1,0.040858018
5000480,0.443053199,0.868129183,0.442259807,0.406258414,0.554836722,0.372947334,0.353239537,0.788340262,0.761313849,0.8,0,0.2,0.040858018
5000556,0.706257824,0.529848878,0.564244344,0.571736944,0.611285129,0.374189354,0.386942346,0.67729186,0.709506096,0.5,0,0.25,0.280643514
5000627,0.682842148,0.612254653,0.568232372,0.606723629,0.636766852,0.475411489,0.553064672,0.693724041,0.689225921,0,0,0.875,0.160755873
5000665,0.659954414,0.657044747,0.529916268,0.566314243,0.629244271,0.451163184,0.497064386,0.715848806,0.71355549,0,0,0.875,0.280643514
5000836,0.417009511,0.88534975,0.389570661,0.388511285,0.545976965,0.39895246,0.38046149,0.790245567,0.76303965,0.8333,0,0.1667,0.034984678
5000842,0.394649038,0.951231787,0.289657994,0.316091182,0.526103694,0.208586882,0.168124286,0.841506084,0.784432874,1,0,0,0.040858018
5000955,0.391792367,0.8679196,0.358310715,0.368614748,0.561850661,0.36777204,0.312874298,0.738535356,0.647341842,0.6667,0,0.3333,0.348825332
5001085,0.400455823,0.934911101,0.315005865,0.334931957,0.524902485,0.317429446,0.288902012,0.83497823,0.794043433,1,0,0,0.040858018
5001199,0.407744255,0.910567286,0.354629268,0.341887215,0.551283019,0.222025275,0.170449186,0.801694542,0.732848604,1,0,0,0.040858018
5001240,0.425326686,0.780869398,0.449282529,0.488360413,0.576642962,0.322762554,0.355316667,0.714471229,0.676907203,0.5,0,0,0.520429009
5001336,0.556359316,0.444464325,0.594341752,0.615178247,0.757071403,0.559582412,0.546751543,0.437716747,0.486362734,0,0,1,0.040858018
5001435,0.410049393,0.920087165,0.304489102,0.340564642,0.551686103,0.225423633,0.185768668,0.807359005,0.761113116,1,0,0,0.040858018
5001440,0.66133266,0.659978101,0.540449371,0.548873125,0.628598656,0.493396197,0.520500266,0.717159688,0.730595158,0,0,0.8333,0.200715015
5001461,0.40365517,0.84340672,0.394206445,0.388471076,0.542619662,0.296494322,0.281290944,0.764109544,0.738002479,1,0,0,0.040858018
5001467,0.554956807,0.622323228,0.667110037,0.648761164,0.824302211,0.400361547,0.30195252,0.50535796,0.464186641,0,0,1,0.040858018
5001592,0.498982369,0.554837474,0.552127127,0.582938375,0.731411671,0.460884471,0.465866679,0.487240645,0.52115481,0,0,1,0.040858018
5001637,0.382399377,0.85320198,0.357470381,0.361045914,0.550064781,0.136616182,0.104847691,0.762968406,0.723374064,1,0,0,0.040858018
5001640,0.468729251,0.692609933,0.488689405,0.487668985,0.588999126,0.466314152,0.492790844,0.668574114,0.676298683,0,0,0.875,0.160755873
5001643,0.399991159,0.857862994,0.434307115,0.39779221,0.55516754,0.337229139,0.292078078,0.763424066,0.728393854,1,0,0,0.034044944
5001707,0.390486831,0.907438826,0.311695507,0.342919017,0.544909931,0.287741022,0.240872923,0.802642524,0.753463737,1,0,0,0.040858018
5001797,0.497682576,0.589332643,0.54949203,0.596729237,0.345553747,0.098214964,0.457564036,0.557788635,0.598687407,0,0,1,0.040858018
5001847,0.573669359,0.573219976,0.538360864,0.499940394,0.650760618,0.409098684,0.404881812,0.592820781,0.620156315,0.5,0,0.5,0.040858018
5002094,0.678400105,0.611517722,0.591928621,0.585244674,0.638571054,0.430977972,0.494666254,0.690363198,0.694656332,0.1429,0,0.7143,0.177875383
5002107,0.699825044,0.824306139,0.460469334,0.461816452,0.606414155,0.440969622,0.425058661,0.850503539,0.854886328,0,0,0.9,0.136772217
5002131,0.457163317,0.690084201,0.508386125,0.52029498,0.58314039,0.285716261,0.344913578,0.682349077,0.689360675,0,0,1,0.040858018
5002147,0.705412747,0.619742244,0.577499412,0.575407124,0.64212612,0.459482545,0.460099955,0.709767709,0.744482574,0.25,0,0.625,0.160755873
5002205,0.446504838,0.780377602,0.442059731,0.450950218,0.567592168,0.286131134,0.315652535,0.725615116,0.70734809,0,0,1,0.040858018
5002269,0.681456535,0.601693294,0.579026653,0.59821175,0.661577221,0.448606072,0.501189375,0.674456941,0.67599276,0.1667,0,0.6667,0.200715015
5002278,0.694435156,0.763210193,0.490200946,0.484718618,0.618010134,0.497254024,0.474124585,0.803987747,0.823836236,0,0,0.875,0.160755873
5002303,0.696019526,0.644218505,0.562534696,0.564477759,0.626994535,0.455585067,0.489424306,0.7288993,0.74116337,0,0,0.8333,0.200715015
5002376,0.657595824,0.677748282,0.500117839,0.539738581,0.632531405,0.353768555,0.398994801,0.720907431,0.733267686,0,0,0.75,0.520429009
5002395,0.691495443,0.810894117,0.290380434,0.334496695,0.573808823,0.169166026,0.133244539,0.859956649,0.874059095,0.25,0,0.5,0.280643514
5002423,0.713303312,0.588283203,0.602606516,0.651854324,0.715265325,0.562160807,0.603798517,0.644345866,0.66445226,0,0,0.9375,0.340592441
5002615,0.497978008,0.61050225,0.535727007,0.589430567,0.737210652,0.360365484,0.333419615,0.525693081,0.480457847,0,0,1,0.040858018
5002630,0.618325244,0.810188222,0.453782687,0.455187118,0.588019392,0.440343027,0.407429739,0.804459836,0.807129858,0.4286,0,0.4286,0.177875383
5002637,0.434349638,0.56679454,0.560077743,0.587791945,0.728656489,0.548025405,0.495772869,0.466226694,0.238220868,0.1667,0,0.8333,0.040858018
