gnis_name,reachcode,UVM_ID
Poultney River,4.30E+12,1000902
Bumps Brook,4.30E+12,1000975
Champlain Canal,4.30E+12,1002238
Mud Brook,4.30E+12,1002344
Champlain Canal,4.30E+12,1002423
Castleton River,4.30E+12,1000070
Poultney River,4.30E+12,1001026
Bishop Brook,4.30E+12,1000361
Bishop Brook,4.30E+12,1000481
Halfway Creek,4.30E+12,1000544
Bishop Brook,4.30E+12,1000651
Bishop Brook,4.30E+12,1000737
Bishop Brook,4.30E+12,1000913
Halfway Creek,4.30E+12,1001060
Bishop Brook,4.30E+12,1002087
Halfway Creek,4.30E+12,1002389
Old Champlain Canal,2.02E+12,3019210
Old Champlain Canal,4.30E+12,1003942
Old Champlain Canal,4.30E+12,1000325
Endless Brook,4.30E+12,1000708
Poultney River,4.30E+12,1000050
Coy Brook,4.30E+12,1000331
Wells Brook,4.30E+12,1000738
South Brook,4.30E+12,1000945
South Brook,4.30E+12,1000914
Coy Brook,4.30E+12,1001118
Coy Brook,4.30E+12,1001205
Endless Brook,4.30E+12,1001728
Big Creek,4.30E+12,1000767
Big Creek,4.30E+12,1000992
Big Creek,4.30E+12,1001637
Poultney River,4.30E+12,1000075
Poultney River,4.30E+12,1000157
Mill Brook,4.30E+12,1000177
Poultney River,4.30E+12,1000250
Clark Hollow Brook,4.30E+12,1000689
Finel Hollow Brook,4.30E+12,1000117
Mill Brook,4.30E+12,1000811
Poultney River,4.30E+12,1000855
Hampshire Hollow Brook,4.30E+12,1001058
Poultney River,4.30E+12,1000484
Hampshire Hollow Brook,4.30E+12,1001242
Lavery Brook,4.30E+12,1000399
Mill Brook,4.30E+12,1001352
Hampshire Hollow Brook,4.30E+12,1001801
Hampshire Hollow Brook,4.30E+12,1001936
Hampshire Hollow Brook,4.30E+12,1002065
Wood Creek,4.30E+12,1000134
Old Champlain Canal,4.30E+12,1000184
Wood Creek,4.30E+12,1000964
Wood Creek,4.30E+12,1001043
Wood Creek,4.30E+12,1001091
Wood Creek,4.30E+12,1001170
Wood Creek,4.30E+12,1001217
Wood Creek,4.30E+12,1001393
Wood Creek,4.30E+12,1001472
Wood Creek,4.30E+12,1001648
Wood Creek,4.30E+12,1002061
Wood Creek,4.30E+12,1002263
Lewis Brook,4.30E+12,1000071
Castleton River,4.30E+12,1000208
Pond Hill Brook,4.30E+12,1000557
Castleton River,4.30E+12,1000840
Gully Brook,4.30E+12,1001407
Pond Hill Brook,4.30E+12,1001499
Gully Brook,4.30E+12,1001590
Pond Hill Brook,4.30E+12,1001804
Castleton River,4.30E+12,1001168
Gully Brook,4.30E+12,1002152
Pond Hill Brook,4.30E+12,1000988
Castleton River,4.30E+12,1000867
Lewis Brook,4.30E+12,1001067
Fall Brook,4.30E+12,1000059
Flower Brook,4.30E+12,1000546
Mountain Brook,4.30E+12,1000653
Purchase Brook,4.30E+12,1000688
Mountain Brook,4.30E+12,1001333
Purchase Brook,4.30E+12,1001708
Fall Brook,4.30E+12,1001970
Coggman Creek,4.30E+12,1000151
Sucker Creek,4.30E+12,1000191
Sucker Creek,4.30E+12,1000264
Hubbardton River,4.30E+12,1000372
Hubbardton River,4.30E+12,1000430
Hubbardton River,4.30E+12,1000577
Hubbardton River,4.30E+12,1001507
Hubbardton River,4.30E+12,1001530
Hubbardton River,4.30E+12,1001595
Hubbardton River,4.30E+12,1001885
Hubbardton River,4.30E+12,1002140
Coggman Creek,4.30E+12,1002360
Coggman Creek,4.30E+12,1002367
Sucker Creek,4.30E+12,1000021
Mud Brook,4.30E+12,1000064
Sucker Creek,4.30E+12,1000318
Sucker Creek,4.30E+12,1000367
Poultney River,4.30E+12,1000516
Sucker Creek,4.30E+12,1001494
Sucker Creek,4.30E+12,1001605
Poultney River,4.30E+12,1001934
Sucker Creek,4.30E+12,1001997
Sucker Creek,4.30E+12,1002118
East Bay,4.30E+12,1002134
Hubbardton River,4.30E+12,1001129
Hubbardton River,4.30E+12,1001189
Hubbardton River,4.30E+12,1001743
Hubbardton River,4.30E+12,1002197
Castleton River,4.30E+12,1000213
Castleton River,4.30E+12,1000779
Mettawee River,4.30E+12,1000173
Indian River,4.30E+12,1000271
Mettawee River,4.30E+12,1000294
Mettawee River,4.30E+12,1000407
Hubbardton River,4.30E+12,1001684
Hubbardton River,4.30E+12,1002057
Hubbardton River,4.30E+12,1002194
Hubbardton River,4.30E+12,1002402
Snow Brook,4.30E+12,1000131
Mill Brook,4.30E+12,1000442
Mill Brook,4.30E+12,1000573
Mill Brook,4.30E+12,1000847
Mill Brook,4.30E+12,1001266
Endless Brook,4.30E+12,1001824
Wells Brook,4.30E+12,1000033
Snow Brook,4.30E+12,1002006
Snow Brook,4.30E+12,1002051
Mill Brook,4.30E+12,1002299
Mill Brook,4.30E+12,1001851
Mettawee River,4.30E+12,1000041
Dry Brook,4.30E+12,1000384
Dry Brook,4.30E+12,1000785
Dry Brook,4.30E+12,1001009
Dry Brook,4.30E+12,1001550
Vail Brook,4.30E+12,1000099
Vail Brook,4.30E+12,1000209
North Brook,4.30E+12,1000317
Poultney River,4.30E+12,1000365
Train Brook,4.30E+12,1000971
Poultney River,4.30E+12,1001210
Lavery Brook,4.30E+12,1001238
Lavery Brook,4.30E+12,1001587
Poultney River,4.30E+12,1001694
South Brook,4.30E+12,1002113
Clarendon River,4.30E+12,2001978
Otter Creek,4.30E+12,2002171
Clarendon River,4.30E+12,2002578
Clarendon River,4.30E+12,2003925
Otter Creek,4.30E+12,2003975
Otter Creek,4.30E+12,2005515
Clarendon River,4.30E+12,2005852
Otter Creek,4.30E+12,2005931
Otter Creek,4.30E+12,2005933
Otter Creek,4.30E+12,2006218
Otter Creek,4.30E+12,2006556
Tinmouth Channel,4.30E+12,2000469
Ira Brook,4.30E+12,2001170
Tinmouth Channel,4.30E+12,2001805
Tinmouth Channel,4.30E+12,2002644
Clarendon River,4.30E+12,2002776
Clarendon River,4.30E+12,2003401
Ira Brook,4.30E+12,2003607
Tinmouth Channel,4.30E+12,2003738
Tinmouth Channel,4.30E+12,2003989
Tinmouth Channel,4.30E+12,2004815
Clarendon River,4.30E+12,2005510
Tinmouth Channel,4.30E+12,2005644
Clarendon River,4.30E+12,2006663
Tinmouth Channel,4.30E+12,2007307
Clarendon River,4.30E+12,2007321
Tinmouth Channel,4.30E+12,2007839
Homer Stone Brook,4.30E+12,2000160
Bully Brook,4.30E+12,2000258
Patch Brook,4.30E+12,2000532
Roaring Brook,4.30E+12,2001168
Roaring Brook,4.30E+12,2001200
Homer Stone Brook,4.30E+12,2001201
Feller Brook,4.30E+12,2001222
Russell Brook,4.30E+12,2000225
Mill River,4.30E+12,2001171
Mill River,4.30E+12,2003027
Freeman Brook,4.30E+12,2003165
Feller Brook,4.30E+12,2000218
Roaring Brook,4.30E+12,2002986
Mill River,4.30E+12,2000126
Homer Stone Brook,4.30E+12,2004510
Homer Stone Brook,4.30E+12,2005380
Feller Brook,4.30E+12,2005594
Roaring Brook,4.30E+12,2006395
Mill River,4.30E+12,2001834
Roaring Brook,4.30E+12,2006800
Feller Brook,4.30E+12,2000315
Feller Brook,4.30E+12,2001456
Mill River,4.30E+12,2000414
Roaring Brook,4.30E+12,2007603
Mendon Brook,4.30E+12,2001510
East Creek,4.30E+12,2002585
East Creek,4.30E+12,2002705
Brewers Brook,4.30E+12,2002915
East Creek,4.30E+12,2001010
East Creek,4.30E+12,2003187
East Creek,4.30E+12,2004542
Green Brook,4.30E+12,2000882
East Creek,4.30E+12,2006175
Mendon Brook,4.30E+12,2006371
North Branch Cold River,4.30E+12,2007189
Otter Creek,4.30E+12,2000553
Otter Creek,4.30E+12,2000975
Otter Creek,4.30E+12,2004155
Otter Creek,4.30E+12,2004879
Lake Brook,4.30E+12,2005979
Ten Kilns Brook,4.30E+12,2000652
Ten Kilns Brook,4.30E+12,2002050
Big Branch,4.30E+12,2002522
Big Black Branch,4.30E+12,2000602
Ten Kilns Brook,4.30E+12,2005260
Meadow Brook,4.30E+12,2002554
Lake Brook,4.30E+12,2004164
Gulf Brook,4.30E+12,2004277
Sargent Brook,4.30E+12,2005465
Cold River,4.30E+12,2000404
Cold River,4.30E+12,2000541
Gould Brook,4.30E+12,2000640
Freeman Brook,4.30E+12,2003373
East Creek,4.30E+12,2000216
East Creek,4.30E+12,2001316
Mendon Brook,4.30E+12,2002653
Mendon Brook,4.30E+12,2005617
Mussey Brook,4.30E+12,2000743
Moon Brook,4.30E+12,2001003
Eddy Brook,4.30E+12,2002295
North Branch Cold River,4.30E+12,2002344
North Branch Cold River,4.30E+12,2002739
Moon Brook,4.30E+12,2002925
Brewers Brook,4.30E+12,2003081
Mill River,4.30E+12,2003129
North Branch Cold River,4.30E+12,2003265
North Branch Cold River,4.30E+12,2003719
Mendon Brook,4.30E+12,2004130
Gould Brook,4.30E+12,2003657
Mill River,4.30E+12,2004464
Sargent Brook,4.30E+12,2004498
North Branch Cold River,4.30E+12,2005106
Mill River,4.30E+12,2006160
Mussey Brook,4.30E+12,2000974
North Branch Cold River,4.30E+12,2007636
Otter Creek,4.30E+12,2000147
Tinmouth Channel,4.30E+12,2001309
Otter Creek,4.30E+12,2001535
Tinmouth Channel,4.30E+12,2001634
Otter Creek,4.30E+12,2001740
Tinmouth Channel,4.30E+12,2002080
Tinmouth Channel,4.30E+12,2004938
Tinmouth Channel,4.30E+12,2004974
Otter Creek,4.30E+12,2005751
Tinmouth Channel,4.30E+12,2006333
Tinmouth Channel,4.30E+12,2006373
Tinmouth Channel,4.30E+12,2006447
Eddy Brook,4.30E+12,2000416
Brewers Brook,4.30E+12,2000675
Mendon Brook,4.30E+12,2001031
Brewers Brook,4.30E+12,2001213
Eddy Brook,4.30E+12,2001567
Sargent Brook,4.30E+12,2001787
Mendon Brook,4.30E+12,2004256
Sargent Brook,4.30E+12,2004269
North Branch Cold River,4.30E+12,2005647
North Branch Cold River,4.30E+12,2006980
Mill Brook,4.30E+12,2000167
Mill Brook,4.30E+12,2000372
Tinmouth Channel,4.30E+12,2000597
Weatherby Brook,4.30E+12,2000732
Mill Brook,4.30E+12,2000852
Tinmouth Channel,4.30E+12,2001079
Mill Brook,4.30E+12,2001462
Mill Brook,4.30E+12,2001797
Mill Brook,4.30E+12,2002357
Mill Brook,4.30E+12,2002974
Baker Brook,4.30E+12,2003123
Mill Brook,4.30E+12,2003314
Tinmouth Channel,4.30E+12,2003447
Mill Brook,4.30E+12,2003847
Tinmouth Channel,4.30E+12,2004049
Mill Brook,4.30E+12,2004333
Mill Brook,4.30E+12,2004778
Tinmouth Channel,4.30E+12,2004898
Weatherby Brook,4.30E+12,2005893
Baker Brook,4.30E+12,2000519
Mill Brook,4.30E+12,2006307
Mill Brook,4.30E+12,2006486
Tinmouth Channel,4.30E+12,2006532
Mill Brook,4.30E+12,2006586
Mill Brook,4.30E+12,2006638
Mill Brook,4.30E+12,2006986
Baker Brook,4.30E+12,2007394
Mill Brook,4.30E+12,2007571
Lake Brook,4.30E+12,2000256
Three Shanties Brook,4.30E+12,2001240
Lake Brook,4.30E+12,2001276
Big Branch,4.30E+12,2001364
Big Branch,4.30E+12,2001435
Three Shanties Brook,4.30E+12,2001809
Lake Brook,4.30E+12,2002273
Ten Kilns Brook,4.30E+12,2002410
Lake Brook,4.30E+12,2002594
Meadow Brook,4.30E+12,2001199
Ten Kilns Brook,4.30E+12,2007790
Bresee Mill Brook,4.30E+12,2003484
Bresee Mill Brook,4.30E+12,2005030
Little Brook,4.30E+12,2000425
East Creek,4.30E+12,2000463
Furnace Brook,4.30E+12,2000856
Hewitt Brook,4.30E+12,2001616
East Creek,4.30E+12,2001638
East Creek,4.30E+12,2002498
Furnace Brook,4.30E+12,2003757
Sugar Hollow Brook,4.30E+12,2003109
Furnace Brook,4.30E+12,2003963
East Creek,4.30E+12,2004474
Billings Brook,4.30E+12,2004776
East Creek,4.30E+12,2005400
East Creek,4.30E+12,2006463
Furnace Brook,4.30E+12,2006702
Furnace Brook,4.30E+12,2007051
East Creek,4.30E+12,2007370
East Creek,4.30E+12,2007522
East Creek,4.30E+12,2007568
East Creek,4.30E+12,2007574
East Creek,4.30E+12,2000613
East Creek,4.30E+12,2000642
East Creek,4.30E+12,2002803
East Creek,4.30E+12,2002850
East Creek,4.30E+12,2003030
Tenney Brook,4.30E+12,2003775
East Creek,4.30E+12,2003995
East Creek,4.30E+12,2004235
Tenney Brook,4.30E+12,2001423
East Creek,4.30E+12,2004603
East Creek,4.30E+12,2004986
Tenney Brook,4.30E+12,2001483
Mendon Brook,4.30E+12,2005098
Otter Creek,4.30E+12,2000106
Otter Creek,4.30E+12,2000332
Homer Stone Brook,4.30E+12,2001206
Big Branch,4.30E+12,2001840
Mill Brook,4.30E+12,2001953
Big Branch,4.30E+12,2002039
Mill Brook,4.30E+12,2002723
Homer Stone Brook,4.30E+12,2002973
Otter Creek,4.30E+12,2003113
McGinn Brook,4.30E+12,2003223
Little Black Branch,4.30E+12,2003572
McGinn Brook,4.30E+12,2003990
Mill Brook,4.30E+12,2005295
Big Black Branch,4.30E+12,2005853
Gulf Brook,4.30E+12,2006472
Mill Brook,4.30E+12,2007214
Mill Brook,4.30E+12,2007443
Otter Creek,4.30E+12,2001849
Meadow Brook,4.30E+12,2000285
Mill River,4.30E+12,2000966
Freeman Brook,4.30E+12,2001903
Mill River,4.30E+12,2004550
Mill River,4.30E+12,2004829
Beaver Brook,4.30E+12,2001421
Otter Creek,4.30E+12,2000339
Otter Creek,4.30E+12,2000489
Otter Creek,4.30E+12,2000592
Moon Brook,4.30E+12,2000255
Otter Creek,4.30E+12,2000548
Otter Creek,4.30E+12,2000791
East Creek,4.30E+12,2001298
Otter Creek,4.30E+12,2001522
Cold River,4.30E+12,2001546
Otter Creek,4.30E+12,2001749
Otter Creek,4.30E+12,2001868
Otter Creek,4.30E+12,2002289
Otter Creek,4.30E+12,2003052
Moon Brook,4.30E+12,2003275
East Creek,4.30E+12,2003368
Otter Creek,4.30E+12,2003399
Clarendon River,4.30E+12,2005028
Mill River,4.30E+12,2006302
Otter Creek,4.30E+12,2006863
Clarendon River,4.30E+12,2007191
East Creek,4.30E+12,2007316
Otter Creek,4.30E+12,2007824
Mill River,4.30E+12,2000485
Mill River,4.30E+12,2000700
Otter Creek,4.30E+12,2001341
Otter Creek,4.30E+12,2003717
Mill River,4.30E+12,2007262
Bresee Mill Brook,4.30E+12,2000684
Bresee Mill Brook,4.30E+12,2001496
Bresee Mill Brook,4.30E+12,2002557
Otter Creek,4.30E+12,2001503
Bresee Mill Brook,4.30E+12,2003970
Otter Creek,4.30E+12,2000289
Otter Creek,4.30E+12,2000382
Otter Creek,4.30E+12,2000417
Otter Creek,4.30E+12,2000430
Otter Creek,4.30E+12,2001623
Furnace Brook,4.30E+12,2003596
Muddy Branch,4.30E+12,2000797
Dragon Brook,4.30E+12,2001767
Dragon Brook,4.30E+12,2005022
North Branch Middlebury River,4.30E+12,2004430
Beaver Brook,4.30E+12,2006084
Fire Brook,4.30E+12,2004127
North Branch Middlebury River,4.30E+12,2007385
Muddy Branch,4.30E+12,2000257
Otter Creek,4.30E+12,2000694
Muddy Branch,4.30E+12,2001696
Muddy Branch,4.30E+12,2005835
New Haven River,4.30E+12,2002132
New Haven River,4.30E+12,2004761
New Haven River,4.30E+12,2005385
New Haven River,4.30E+12,2005415
New Haven River,4.30E+12,2006261
New Haven River,4.30E+12,2007139
Lemon Fair River,4.30E+12,2000309
Lemon Fair River,4.30E+12,2002833
Lemon Fair River,4.30E+12,2004604
Lemon Fair River,4.30E+12,2007599
Beaver Meadow Brook,4.30E+12,2000012
Beaver Meadow Brook,4.30E+12,2000226
Cota Brook,4.30E+12,2001790
New Haven River,4.30E+12,2003372
New Haven River,4.30E+12,2003892
New Haven River,4.30E+12,2006177
West Branch Dead Creek,4.30E+12,2003108
Middle Branch Dead Creek,4.30E+12,2003362
West Branch Dead Creek,4.30E+12,2004511
West Branch Dead Creek,4.30E+12,2003653
West Branch Dead Creek,4.30E+12,2006029
West Branch Dead Creek,4.30E+12,2006716
North Branch Middlebury River,4.30E+12,2000545
Sparks Brook,4.30E+12,2000062
Middle Branch Middlebury River,4.30E+12,2001596
Alder Brook,4.30E+12,2001820
Blue Bank Brook,4.30E+12,2001893
Blue Bank Brook,4.30E+12,2002639
Blue Bank Brook,4.30E+12,2002905
West Branch Dead Creek,4.30E+12,2001973
Neshobe River,4.30E+12,2002564
Leicester Hollow Brook,4.30E+12,2003014
Neshobe River,4.30E+12,2003608
Lemon Fair River,4.30E+12,2000221
Otter Creek,4.30E+12,2000685
West Branch Dead Creek,4.30E+12,2002569
Otter Creek,4.30E+12,2000495
Otter Creek,4.30E+12,2001071
Pleasant Brook,4.30E+12,2000152
Sawmill Brook,4.30E+12,2000601
Lemon Fair River,4.30E+12,2000219
Lemon Fair River,4.30E+12,2001246
Lemon Fair River,4.30E+12,2001606
Lemon Fair River,4.30E+12,2002044
Sawmill Brook,4.30E+12,2002065
Lemon Fair River,4.30E+12,2004240
Lemon Fair River,4.30E+12,2004355
Lemon Fair River,4.30E+12,2005833
Little Lemon Fair River,4.30E+12,2001025
Lemon Fair River,4.30E+12,2007011
Otter Creek,4.30E+12,2000609
Willow Brook,4.30E+12,2000946
Willow Brook,4.30E+12,2001595
Willow Brook,4.30E+12,2002697
Willow Brook,4.30E+12,2005680
Willow Brook,4.30E+12,2005760
Willow Brook,4.30E+12,2006987
Lemon Fair River,4.30E+12,2000099
Perry Brook,4.30E+12,2001420
Bascom Brook,4.30E+12,2001427
Lemon Fair River,4.30E+12,2000098
Beaver Brook,4.30E+12,2000514
Beaver Brook,4.30E+12,2000611
Beaver Brook,4.30E+12,2002752
Beaver Brook,4.30E+12,2004404
Beaver Brook,4.30E+12,2004452
Beaver Brook,4.30E+12,2005846
Beaver Brook,4.30E+12,2000641
Beaver Brook,4.30E+12,2006082
Jones Brook,4.30E+12,2000022
Otter Creek,4.30E+12,2001391
Jones Brook,4.30E+12,2003203
Neshobe River,4.30E+12,2003274
Neshobe River,4.30E+12,2003322
Neshobe River,4.30E+12,2004286
Neshobe River,4.30E+12,2004427
Otter Creek,4.30E+12,2004947
Neshobe River,4.30E+12,2006063
Jones Brook,4.30E+12,2007124
Neshobe River,4.30E+12,2007226
Jones Brook,4.30E+12,2007419
West Branch Dead Creek,4.30E+12,2000328
West Branch Dead Creek,4.30E+12,2000890
West Branch Dead Creek,4.30E+12,2000811
West Branch Dead Creek,4.30E+12,2002032
West Branch Dead Creek,4.30E+12,2002424
West Branch Dead Creek,4.30E+12,2004208
East Branch Dead Creek,4.30E+12,2000733
West Branch Dead Creek,4.30E+12,2000792
West Branch Dead Creek,4.30E+12,2002063
West Branch Dead Creek,4.30E+12,2002523
West Branch Dead Creek,4.30E+12,2002621
Middle Branch Dead Creek,4.30E+12,2002678
Dead Creek,4.30E+12,2002919
Dead Creek,4.30E+12,2002934
East Branch Dead Creek,4.30E+12,2003642
Middle Branch Dead Creek,4.30E+12,2003937
Dead Creek,4.30E+12,2004154
West Branch Dead Creek,4.30E+12,2004261
East Branch Dead Creek,4.30E+12,2004681
Dead Creek,4.30E+12,2005051
Dead Creek,4.30E+12,2005180
Dead Creek,4.30E+12,2005540
Dead Creek,4.30E+12,2005681
Dead Creek,4.30E+12,2006221
Dead Creek,4.30E+12,2006359
Dead Creek,4.30E+12,2006437
Dead Creek,4.30E+12,2006561
Leicester River,4.30E+12,2000692
Seymour Brook,4.30E+12,2000030
Seymour Brook,4.30E+12,2000198
Seymour Brook,4.30E+12,2000267
Arnold Brook,4.30E+12,2001022
Seymour Brook,4.30E+12,2001463
New Haven River,4.30E+12,2000010
New Haven River,4.30E+12,2000550
New Haven River,4.30E+12,2001939
New Haven River,4.30E+12,2003887
New Haven River,4.30E+12,2004750
Pleasant Brook,4.30E+12,2000632
West Branch Dead Creek,4.30E+12,2002534
West Branch Dead Creek,4.30E+12,2003585
West Branch Dead Creek,4.30E+12,2003770
West Branch Dead Creek,4.30E+12,2003969
West Branch Dead Creek,4.30E+12,2006842
West Branch Dead Creek,4.30E+12,2007302
West Branch Dead Creek,4.30E+12,2007649
East Branch Dead Creek,4.30E+12,2000614
Potash Brook,4.30E+12,2001385
Middle Branch Dead Creek,4.30E+12,2001829
East Branch Dead Creek,4.30E+12,2001898
Potash Brook,4.30E+12,2002518
East Branch Dead Creek,4.30E+12,2002222
Middle Branch Dead Creek,4.30E+12,2002816
Potash Brook,4.30E+12,2003072
Potash Brook,4.30E+12,2003808
Potash Brook,4.30E+12,2003915
East Branch Dead Creek,4.30E+12,2003953
East Branch Dead Creek,4.30E+12,2004334
East Branch Dead Creek,4.30E+12,2005264
East Branch Dead Creek,4.30E+12,2005535
Potash Brook,4.30E+12,2006783
Potash Brook,4.30E+12,2005345
Middle Branch Dead Creek,4.30E+12,2007710
Dead Creek,4.30E+12,2000470
Dead Creek,4.30E+12,2000873
Holcomb Slang Creek,4.30E+12,2000978
Dead Creek,4.30E+12,2001152
Holcomb Slang Creek,4.30E+12,2001339
Dead Creek,4.30E+12,2003042
Dead Creek,4.30E+12,2004066
Dead Creek,4.30E+12,2004417
Dead Creek,4.30E+12,2005888
Dead Creek,4.30E+12,2006816
Dead Creek,4.30E+12,2006940
Dead Creek,4.30E+12,2007285
Dead Creek,4.30E+12,2007445
Beaver Brook,4.30E+12,2000173
Ledge Creek,4.30E+12,2001042
Beaver Brook,4.30E+12,2001561
Ledge Creek,4.30E+12,2001931
Ledge Creek,4.30E+12,2002440
Ledge Creek,4.30E+12,2002468
Ledge Creek,4.30E+12,2002744
Ledge Creek,4.30E+12,2003110
Ledge Creek,4.30E+12,2003210
Ledge Creek,4.30E+12,2003784
Ledge Creek,4.30E+12,2003930
Ledge Creek,4.30E+12,2003946
Ledge Creek,4.30E+12,2005213
Ledge Creek,4.30E+12,2005218
Beaver Brook,4.30E+12,2005729
Ledge Creek,4.30E+12,2006766
Ledge Creek,4.30E+12,2007208
Beaver Brook,4.30E+12,2007460
East Branch Dead Creek,4.30E+12,2000617
East Branch Dead Creek,4.30E+12,2000812
East Branch Dead Creek,4.30E+12,2001030
East Branch Dead Creek,4.30E+12,2004238
East Branch Dead Creek,4.30E+12,2005487
East Branch Dead Creek,4.30E+12,2007068
East Branch Dead Creek,4.30E+12,2007373
East Branch Dead Creek,4.30E+12,2001233
East Branch Dead Creek,4.30E+12,2002566
Middle Branch Dead Creek,4.30E+12,2003115
East Branch Dead Creek,4.30E+12,2003208
East Branch Dead Creek,4.30E+12,2006303
Cota Brook,4.30E+12,2002372
Cota Brook,4.30E+12,2004241
Dead Creek,4.30E+12,2001141
Dead Creek,4.30E+12,2003613
Otter Creek,4.30E+12,2000254
Dead Creek,4.30E+12,2006474
Dead Creek,4.30E+12,2007264
Dead Creek,4.30E+12,2007518
Perry Brook,4.30E+12,2003691
New Haven River,4.30E+12,2001075
New Haven River,4.30E+12,2005013
New Haven River,4.30E+12,2005478
New Haven River,4.30E+12,2006422
Baldwin Creek,4.30E+12,2000112
Hallock Brook,4.30E+12,2000146
Hallock Brook,4.30E+12,2000698
Hallock Brook,4.30E+12,2002307
Baldwin Creek,4.30E+12,2001969
Hallock Brook,4.30E+12,2006356
Middle Branch Middlebury River,4.30E+12,2001320
Middlebury River,4.30E+12,2001329
Sparks Brook,4.30E+12,2001403
Middle Branch Middlebury River,4.30E+12,2001882
Middle Branch Middlebury River,4.30E+12,2003221
Middle Branch Middlebury River,4.30E+12,2004421
Middlebury River,4.30E+12,2002219
East Branch Dead Creek,4.30E+12,2000731
East Branch Dead Creek,4.30E+12,2001923
Potash Brook,4.30E+12,2004607
Potash Brook,4.30E+12,2000429
East Branch Dead Creek,4.30E+12,2005353
East Branch Dead Creek,4.30E+12,2006628
New Haven River,4.30E+12,2000630
New Haven River,4.30E+12,2007100
Beaver Brook,4.30E+12,2000305
Beaver Brook,4.30E+12,2000506
Halnon Brook,4.30E+12,2004661
Halnon Brook,4.30E+12,2006002
Halnon Brook,4.30E+12,2006500
Isham Brook,4.30E+12,2000350
Isham Brook,4.30E+12,2000386
New Haven River,4.30E+12,2000793
Baldwin Creek,4.30E+12,2000998
Isham Brook,4.30E+12,2001402
New Haven River,4.30E+12,2002356
New Haven River,4.30E+12,2003504
Isham Brook,4.30E+12,2006167
Isham Brook,4.30E+12,2007591
Crystal Brook,4.30E+12,2000151
Barnard Brook,4.30E+12,2000371
Brandy Brook,4.30E+12,2000903
Sucker Brook,4.30E+12,2001548
South Branch Middlebury River,4.30E+12,2001725
Goshen Brook,4.30E+12,2002165
Sucker Brook,4.30E+12,2002233
Goshen Brook,4.30E+12,2002473
South Branch Middlebury River,4.30E+12,2002931
Goshen Brook,4.30E+12,2003870
South Branch Middlebury River,4.30E+12,2003902
South Branch Middlebury River,4.30E+12,2004480
South Branch Middlebury River,4.30E+12,2004642
South Branch Middlebury River,4.30E+12,2004930
South Branch Middlebury River,4.30E+12,2000449
South Branch Middlebury River,4.30E+12,2005918
Sucker Brook,4.30E+12,2000237
South Branch Middlebury River,4.30E+12,2006200
South Branch Middlebury River,4.30E+12,2006996
South Branch Middlebury River,4.30E+12,2007272
Otter Creek,4.30E+12,2000713
Beaver Brook,4.30E+12,2003212
Beaver Brook,4.30E+12,2003934
Beaver Brook,4.30E+12,2005948
Beaver Brook,4.30E+12,2007008
New Haven River,4.30E+12,2001746
Voters Brook,4.30E+12,2000299
Voters Brook,4.30E+12,2000389
Goshen Brook,4.30E+12,2000484
Gonya Brook,4.30E+12,2001067
Voters Brook,4.30E+12,2001322
Hale Brook,4.30E+12,2001651
North Branch Sucker Brook,4.30E+12,2002695
North Branch Sucker Brook,4.30E+12,2002846
Voters Brook,4.30E+12,2003241
Sucker Brook,4.30E+12,2003606
Voters Brook,4.30E+12,2004330
Voters Brook,4.30E+12,2005322
Halnon Brook,4.30E+12,2000343
Sucker Brook,4.30E+12,2000566
Halnon Brook,4.30E+12,2002445
Halnon Brook,4.30E+12,2003261
Halnon Brook,4.30E+12,2003821
Halnon Brook,4.30E+12,2004999
Sucker Brook,4.30E+12,2006141
Halnon Brook,4.30E+12,2006233
Sucker Brook,4.30E+12,2006493
Halnon Brook,4.30E+12,2007188
Basin Brook,4.30E+12,2000426
Baker Brook,4.30E+12,2001125
Steam Mill Brook,4.30E+12,2001356
Basin Brook,4.30E+12,2001970
Baker Brook,4.30E+12,2002140
Baker Brook,4.30E+12,2002299
Kiln Brook,4.30E+12,2002398
Kiln Brook,4.30E+12,2002430
Kiln Brook,4.30E+12,2002634
Bee Brook,4.30E+12,2002720
Puss and Kill Brook,4.30E+12,2002966
Furnace Brook,4.30E+12,2003450
Kiln Brook,4.30E+12,2003455
Kettle Brook,4.30E+12,2004271
Sugar Hollow Brook,4.30E+12,2004453
Kettle Brook,4.30E+12,2004491
Baker Brook,4.30E+12,2004713
Puss and Kill Brook,4.30E+12,2005392
Baker Brook,4.30E+12,2005411
Basin Brook,4.30E+12,2006076
Baker Brook,4.30E+12,2006367
Beaudry Brook,4.30E+12,2006709
New Haven River,4.30E+12,2002497
Sucker Brook,4.30E+12,2003466
Sucker Brook,4.30E+12,2004094
Sucker Brook,4.30E+12,2004804
Neshobe River,4.30E+12,2004136
Sucker Brook,4.30E+12,2006455
Holcomb Slang Creek,4.30E+12,2000358
Holcomb Slang Creek,4.30E+12,2000801
Dead Creek,4.30E+12,2002038
Holcomb Slang Creek,4.30E+12,2002927
Dead Creek,4.30E+12,2003618
Holcomb Slang Creek,4.30E+12,2003621
Dead Creek,4.30E+12,2004301
Dead Creek,4.30E+12,2004414
Dead Creek,4.30E+12,2004658
Dead Creek,4.30E+12,2005194
Dead Creek,4.30E+12,2005956
Holcomb Slang Creek,4.30E+12,2006188
Dead Creek,4.30E+12,2006343
