gnis_name,reachcode,UVM_ID
Dead Creek,4.30E+12,2006360
Dead Creek,4.30E+12,2006714
Holcomb Slang Creek,4.30E+12,2006959
Alder Brook,4.30E+12,2005691
North Branch Middlebury River,4.30E+12,2006590
North Branch Middlebury River,4.30E+12,2007251
South Branch Middlebury River,4.30E+12,2000517
Dutton Brook,4.30E+12,2000275
Dutton Brook,4.30E+12,2000467
Gould Brook,4.30E+12,2001334
Dutton Brook,4.30E+12,2001701
North Branch Neshobe River,4.30E+12,2001774
Neshobe River,4.30E+12,2001784
Neshobe River,4.30E+12,2001841
Neshobe River,4.30E+12,2002821
Gould Brook,4.30E+12,2002887
Dutton Brook,4.30E+12,2006717
Dutton Brook,4.30E+12,2007664
West Branch Dead Creek,4.30E+12,2000940
West Branch Dead Creek,4.30E+12,2001183
West Branch Dead Creek,4.30E+12,2002054
West Branch Dead Creek,4.30E+12,2003464
West Branch Dead Creek,4.30E+12,2005157
West Branch Dead Creek,4.30E+12,2005787
West Branch Dead Creek,4.30E+12,2005813
Halnon Brook,4.30E+12,2000709
Halnon Brook,4.30E+12,2001415
Halnon Brook,4.30E+12,2001873
Halnon Brook,4.30E+12,2002040
Beaver Brook,4.30E+12,2002822
Halnon Brook,4.30E+12,2003661
Halnon Brook,4.30E+12,2004716
Halnon Brook,4.30E+12,2004968
Halnon Brook,4.30E+12,2005511
Middlebury River,4.30E+12,2000889
Halnon Brook,4.30E+12,2006161
Beaver Brook,4.30E+12,2006259
Potash Brook,4.30E+12,2000600
Potash Brook,4.30E+12,2004700
Potash Brook,4.30E+12,2005138
Potash Brook,4.30E+12,2006937
Cold Brook,4.30E+12,3000086
Winooski River,4.30E+12,3000092
Lye Brook,4.30E+12,3000157
King Brook,4.30E+12,3000299
Beaver Meadow Brook,4.30E+12,3000369
Nasmith Brook,4.30E+12,3000637
Nasmith Brook,4.30E+12,3000894
Spicer Brook,4.30E+12,3001136
Lye Brook,4.30E+12,3001346
Winooski River,4.30E+12,3001513
Winooski River,4.30E+12,3001314
Beaver Meadow Brook,4.30E+12,3001720
Marshfield Brook,4.30E+12,3002633
Lye Brook,4.30E+12,3002856
King Brook,4.30E+12,3000485
Marshfield Brook,4.30E+12,3003486
Winooski River,4.30E+12,3004101
Lye Brook,4.30E+12,3001150
Winooski River,4.30E+12,3004776
Marshfield Brook,4.30E+12,3004809
Potter Brook,4.30E+12,3004967
Marshfield Brook,4.30E+12,3005241
Kingsbury Branch,4.30E+12,3000251
Guernsey Brook,4.30E+12,3000284
Great Brook,4.30E+12,3000370
Wells Brook,4.30E+12,3000670
Winooski River,4.30E+12,3000233
Winooski River,4.30E+12,3000941
Wells Brook,4.30E+12,3000990
Kingsbury Branch,4.30E+12,3001167
Kingsbury Brook,4.30E+12,3000742
Still Brook,4.30E+12,3001966
Kingsbury Branch,4.30E+12,3002150
Kingsbury Branch,4.30E+12,3002394
Kingsbury Branch,4.30E+12,3002835
Pekin Brook,4.30E+12,3002908
Winooski River,4.30E+12,3002937
Kingsbury Branch,4.30E+12,3002970
Winooski River,4.30E+12,3003396
Kingsbury Branch,4.30E+12,3003449
Kingsbury Branch,4.30E+12,3003561
Kingsbury Branch,4.30E+12,3003722
Kingsbury Branch,4.30E+12,3003970
Pekin Brook,4.30E+12,3004049
Kingsbury Branch,4.30E+12,3004128
Kingsbury Branch,4.30E+12,3004208
Kingsbury Branch,4.30E+12,3005169
Great Brook,4.30E+12,3001617
Lanes Brook,4.30E+12,3002139
Lanes Brook,4.30E+12,3002226
Nasmith Brook,4.30E+12,3002441
Nasmith Brook,4.30E+12,3003319
Nasmith Brook,4.30E+12,3004072
Mskaskek Brook,4.30E+12,3001258
Great Brook,4.30E+12,3000161
Nasmith Brook,4.30E+12,3004954
Nasmith Brook,4.30E+12,3004986
Martin Brook,4.30E+12,3000150
Stevens Branch,4.30E+12,3000335
Martin Brook,4.30E+12,3000563
Martin Brook,4.30E+12,3001570
Cold Spring Brook,4.30E+12,3002420
Stevens Branch,4.30E+12,3002579
Martin Brook,4.30E+12,3002600
Martin Brook,4.30E+12,3003972
Kingsbury Brook,4.30E+12,3000434
Pekin Brook,4.30E+12,3000479
Pekin Brook,4.30E+12,3000839
Pekin Brook,4.30E+12,3000883
Pekin Brook,4.30E+12,3000933
Pekin Brook,4.30E+12,3001332
Pekin Brook,4.30E+12,3002588
Pekin Brook,4.30E+12,3002993
Pekin Brook,4.30E+12,3001266
Pekin Brook,4.30E+12,3004256
Pond Brook,4.30E+12,3000225
Pond Brook,4.30E+12,3000365
Dog River,4.30E+12,3000415
Pond Brook,4.30E+12,3000840
Pond Brook,4.30E+12,3001304
Chase Brook,4.30E+12,3001376
Pond Brook,4.30E+12,3001426
Pond Brook,4.30E+12,3001501
Pond Brook,4.30E+12,3002325
Dog River,4.30E+12,3000963
Pond Brook,4.30E+12,3003513
Pond Brook,4.30E+12,3004039
Pond Brook,4.30E+12,3004751
Cox Brook,4.30E+12,3000620
Union Brook,4.30E+12,3000875
Cox Brook,4.30E+12,3000952
Herring Brook,4.30E+12,3001195
Union Brook,4.30E+12,3001319
Cox Brook,4.30E+12,3001712
Union Brook,4.30E+12,3002112
Cox Brook,4.30E+12,3002140
Stony Brook,4.30E+12,3000786
Jones Brook,4.30E+12,3002184
Cox Brook,4.30E+12,3002648
Dog River,4.30E+12,3001263
Jones Brook,4.30E+12,3002811
Cox Brook,4.30E+12,3002827
Herring Brook,4.30E+12,3002843
Dog River,4.30E+12,3002898
Union Brook,4.30E+12,3003010
Cox Brook,4.30E+12,3003081
Union Brook,4.30E+12,3003572
Cox Brook,4.30E+12,3004374
Union Brook,4.30E+12,3004505
Union Brook,4.30E+12,3005023
Union Brook,4.30E+12,3005135
Jones Brook,4.30E+12,3005162
Cox Brook,4.30E+12,3005168
Alder Brook,4.30E+12,3002006
Shepard Brook,4.30E+12,3001569
Dowsville Brook,4.30E+12,3001099
Shepard Brook,4.30E+12,3001212
Dowsville Brook,4.30E+12,3002387
Ridley Brook,4.30E+12,3003083
Ridley Brook,4.30E+12,3003231
Ridley Brook,4.30E+12,3003428
French Brook,4.30E+12,3001594
Dowsville Brook,4.30E+12,3002152
Dowsville Brook,4.30E+12,3003672
Deer Brook,4.30E+12,3003921
Dowsville Brook,4.30E+12,3003956
Shepard Brook,4.30E+12,3004428
Dowsville Brook,4.30E+12,3004451
Shepard Brook,4.30E+12,3001953
Mad River,4.30E+12,3000153
Mad River,4.30E+12,3000158
Bat Harris Brook,4.30E+12,3000234
Dowsville Brook,4.30E+12,3000789
Mad River,4.30E+12,3000159
Mad River,4.30E+12,3003276
Mad River,4.30E+12,3002522
Dowsville Brook,4.30E+12,3004058
Kelley Brook,4.30E+12,3000004
Kelley Brook,4.30E+12,3001660
Dowsville Brook,4.30E+12,3005101
Dowsville Brook,4.30E+12,3005214
Shepard Brook,4.30E+12,3000959
Deer Brook,4.30E+12,3004113
Deer Brook,4.30E+12,3003142
Sterling Brook,4.30E+12,3000389
West Branch Little River,4.30E+12,3000489
Sterling Brook,4.30E+12,3002054
Sterling Brook,4.30E+12,3000794
Little River,4.30E+12,3000711
Winooski River,4.30E+12,3000939
Stevenson Brook,4.30E+12,3000493
Winooski River,4.30E+12,3001288
Graves Brook,4.30E+12,3001467
Winooski River,4.30E+12,3003055
Little River,4.30E+12,3003248
Crossett Brook,4.30E+12,3000026
Little River,4.30E+12,3004422
Little River,4.30E+12,3004587
Little River,4.30E+12,3004753
Little River,4.30E+12,3005103
Little River,4.30E+12,3005175
Joiner Brook,4.30E+12,3000045
Joiner Brook,4.30E+12,3000055
Winooski River,4.30E+12,3000749
Gleason Brook,4.30E+12,3001199
Duck Brook,4.30E+12,3001860
Joiner Brook,4.30E+12,3002480
Pinneo Brook,4.30E+12,3000937
Winooski River,4.30E+12,3001512
Joiner Brook,4.30E+12,3002909
Duck Brook,4.30E+12,3003030
Joiner Brook,4.30E+12,3003213
Ridley Brook,4.30E+12,3003315
Ridley Brook,4.30E+12,3004097
Joiner Brook,4.30E+12,3004466
Preston Brook,4.30E+12,3005171
Ridley Brook,4.30E+12,3005256
Winooski River,4.30E+12,3000070
Mad River,4.30E+12,3000516
Winooski River,4.30E+12,3000935
Graves Brook,4.30E+12,3000088
Winooski River,4.30E+12,3000015
Mad River,4.30E+12,3001142
Graves Brook,4.30E+12,3002130
Great Brook,4.30E+12,3002230
Thatcher Brook,4.30E+12,3001063
Alder Brook,4.30E+12,3000694
Mad River,4.30E+12,3000182
Little River,4.30E+12,3001615
Graves Brook,4.30E+12,3004779
Barrows Brook,4.30E+12,3001029
Gold Brook,4.30E+12,3000849
Bryant Brook,4.30E+12,3004848
Little River,4.30E+12,3000774
Ranch Brook,4.30E+12,3000354
West Branch Little River,4.30E+12,3000593
Peterson Brook,4.30E+12,3000514
Ranch Brook,4.30E+12,3000982
Ranch Brook,4.30E+12,3001161
West Branch Little River,4.30E+12,3001614
Miller Brook,4.30E+12,3001727
Miller Brook,4.30E+12,3001962
Miller Brook,4.30E+12,3002116
Miller Brook,4.30E+12,3002433
Miller Brook,4.30E+12,3002613
Miller Brook,4.30E+12,3003199
West Branch Little River,4.30E+12,3003328
Miller Brook,4.30E+12,3003702
Miller Brook,4.30E+12,3003734
Ranch Brook,4.30E+12,3003935
West Branch Little River,4.30E+12,3004205
Ranch Brook,4.30E+12,3004425
Ranch Brook,4.30E+12,3004457
Miller Brook,4.30E+12,3004684
Miller Brook,4.30E+12,3004956
Bahannan Brook,4.30E+12,3001317
Miller Brook,4.30E+12,3005266
Stony Brook,4.30E+12,3001151
Pine Brook,4.30E+12,3000193
Pine Brook,4.30E+12,3002766
Pine Brook,4.30E+12,3003878
Mill Brook,4.30E+12,3000355
Mad River,4.30E+12,3000645
High Bridge Brook,4.30E+12,3001248
Mad River,4.30E+12,3000175
Mad River,4.30E+12,3002506
High Bridge Brook,4.30E+12,3003555
Mad River,4.30E+12,3003983
Clay Brook,4.30E+12,3000908
Clay Brook,4.30E+12,3001730
Chase Brook,4.30E+12,3001804
Chase Brook,4.30E+12,3001676
Rice Brook,4.30E+12,3002077
Slide Brook,4.30E+12,3002494
Mill Brook,4.30E+12,3003033
Mill Brook,4.30E+12,3002893
Lockwood Brook,4.30E+12,3003079
Slide Brook,4.30E+12,3004947
Bradley Brook,4.30E+12,3000239
Thatcher Brook,4.30E+12,3001061
Little River,4.30E+12,3002336
Little River,4.30E+12,3002917
Bryant Brook,4.30E+12,3004105
Miller Brook,4.30E+12,3000105
Bryant Brook,4.30E+12,3000333
Cotton Brook,4.30E+12,3000678
Little River,4.30E+12,3000986
Little River,4.30E+12,3001784
Miller Brook,4.30E+12,3002117
Little River,4.30E+12,3002275
Little River,4.30E+12,3003113
Cotton Brook,4.30E+12,3001577
Miller Brook,4.30E+12,3003350
Little River,4.30E+12,3003801
Miller Brook,4.30E+12,3004117
Little River,4.30E+12,3004217
Little River,4.30E+12,3004569
Little River,4.30E+12,3004666
Little River,4.30E+12,3004944
Dog River,4.30E+12,3000823
Freeman Brook,4.30E+12,3001034
Lincoln Brook,4.30E+12,3001628
Mad River,4.30E+12,3002501
Mad River,4.30E+12,3003311
Union Brook,4.30E+12,3000276
Felchner Brook,4.30E+12,3000595
Stony Brook,4.30E+12,3003574
Union Brook,4.30E+12,3003595
Cox Brook,4.30E+12,3004150
Mills Brook,4.30E+12,3000021
Mills Brook,4.30E+12,3000359
Mad River,4.30E+12,3000550
Mad River,4.30E+12,3000764
Mills Brook,4.30E+12,3001146
Mad River,4.30E+12,3001296
Mills Brook,4.30E+12,3001878
Mills Brook,4.30E+12,3002895
Austin Brook,4.30E+12,3004041
Austin Brook,4.30E+12,3004816
Mollys Brook,4.30E+12,3001018
Kidder Brook,4.30E+12,3001023
Mollys Brook,4.30E+12,3001115
Mollys Brook,4.30E+12,3001391
Sucker Brook,4.30E+12,3003106
Mollys Brook,4.30E+12,3001522
Mollys Brook,4.30E+12,3003151
Sucker Brook,4.30E+12,3003397
Mollys Brook,4.30E+12,3003877
Mollys Brook,4.30E+12,3004437
Mollys Brook,4.30E+12,3000032
Mollys Brook,4.30E+12,3002923
Mollys Brook,4.30E+12,3003766
Johnnie Brook,4.30E+12,3000510
Johnnie Brook,4.30E+12,3000758
Pekin Brook,4.30E+12,3000504
Pekin Brook,4.30E+12,3001680
Pekin Brook,4.30E+12,3001718
Dugar Brook,4.30E+12,3000240
Pekin Brook,4.30E+12,3004355
Gunners Brook,4.30E+12,3000018
Jail Branch,4.30E+12,3000243
Ketchum Brook,4.30E+12,3000438
Jail Branch,4.30E+12,3001253
Honey Brook,4.30E+12,3002063
Gunners Brook,4.30E+12,3001283
Bull Run,4.30E+12,3000072
Robinson Brook,4.30E+12,3000763
Dog River,4.30E+12,3001025
Sunny Brook,4.30E+12,3000648
Ellis Brook,4.30E+12,3001411
Sunny Brook,4.30E+12,3001519
Robinson Brook,4.30E+12,3001863
Dog River,4.30E+12,3002805
Dog River,4.30E+12,3003570
Robinson Brook,4.30E+12,3004228
Duck Brook,4.30E+12,3000198
Huntington River,4.30E+12,3000577
Duck Brook,4.30E+12,3000902
Winooski River,4.30E+12,3000965
Preston Brook,4.30E+12,3001101
Winooski River,4.30E+12,3001189
Duck Brook,4.30E+12,3001234
Johns Brook,4.30E+12,3001431
Johnnie Brook,4.30E+12,3001772
Huntington River,4.30E+12,3001910
Huntington River,4.30E+12,3001971
Winooski River,4.30E+12,3000324
Snipe Island Brook,4.30E+12,3002704
Winooski River,4.30E+12,3003071
Winooski River,4.30E+12,3003107
Winooski River,4.30E+12,3003195
Winooski River,4.30E+12,3003459
Johnnie Brook,4.30E+12,3003905
Winooski River,4.30E+12,3003998
Winooski River,4.30E+12,3004093
Winooski River,4.30E+12,3004141
Duck Brook,4.30E+12,3005218
Winooski River,4.30E+12,3005246
Joiner Brook,4.30E+12,3000166
Joiner Brook,4.30E+12,3000361
Joiner Brook,4.30E+12,3000377
Joiner Brook,4.30E+12,3000903
Mill Brook,4.30E+12,3000889
Minister Brook,4.30E+12,3000073
Sodom Pond Brook,4.30E+12,3000253
North Branch Winooski River,4.30E+12,3000547
North Branch Winooski River,4.30E+12,3000629
Long Meadow Brook,4.30E+12,3000164
Sodom Pond Brook,4.30E+12,3001360
North Branch Winooski River,4.30E+12,3001527
Patterson Brook,4.30E+12,3001625
Worcester Brook,4.30E+12,3001665
North Branch Winooski River,4.30E+12,3001963
Martins Brook,4.30E+12,3002047
North Branch Winooski River,4.30E+12,3002363
North Branch Winooski River,4.30E+12,3002367
Worcester Brook,4.30E+12,3003084
North Branch Winooski River,4.30E+12,3003139
North Branch Winooski River,4.30E+12,3003171
North Branch Winooski River,4.30E+12,3003608
Martins Brook,4.30E+12,3002559
Martins Brook,4.30E+12,3003778
North Branch Winooski River,4.30E+12,3003807
North Branch Winooski River,4.30E+12,3003841
North Branch Winooski River,4.30E+12,3003891
Martins Brook,4.30E+12,3003968
North Branch Winooski River,4.30E+12,3004037
Herrick Brook,4.30E+12,3002290
North Branch Winooski River,4.30E+12,3004994
North Branch Winooski River,4.30E+12,3005285
North Branch Winooski River,4.30E+12,3000245
Barnes Brook,4.30E+12,3000997
Miller Brook,4.30E+12,3000016
Miller Brook,4.30E+12,3001387
Miller Brook,4.30E+12,3001610
Miller Brook,4.30E+12,3001897
Miller Brook,4.30E+12,3002451
Miller Brook,4.30E+12,3003334
Miller Brook,4.30E+12,3003711
Miller Brook,4.30E+12,3004001
Hollow Brook,4.30E+12,3000618
Brush Brook,4.30E+12,3001442
Huntington River,4.30E+12,3000708
Huntington River,4.30E+12,3000201
Snipe Island Brook,4.30E+12,3000077
Duck Brook,4.30E+12,3000483
Duck Brook,4.30E+12,3001225
Duck Brook,4.30E+12,3003492
Mill Brook,4.30E+12,3000435
Winooski River,4.30E+12,3000160
Winooski River,4.30E+12,3000452
Barnes Brook,4.30E+12,3000455
Blanchard Brook,4.30E+12,3000590
Barnes Brook,4.30E+12,3000876
Winooski River,4.30E+12,3002951
Winooski River,4.30E+12,3000246
Stevens Branch,4.30E+12,3000017
Stevens Branch,4.30E+12,3000337
Stevens Branch,4.30E+12,3001040
Stevens Branch,4.30E+12,3001064
Pond Brook,4.30E+12,3000695
Stevens Branch,4.30E+12,3002271
Jail Branch,4.30E+12,3002903
Gunners Brook,4.30E+12,3002946
Jail Branch,4.30E+12,3003771
Stevens Branch,4.30E+12,3004291
Stevens Branch,4.30E+12,3004771
Jail Branch,4.30E+12,3004797
Russ Pond Brook,4.30E+12,3000071
Pekin Brook,4.30E+12,3000208
Hardwood Brook,4.30E+12,3000393
Hardwood Brook,4.30E+12,3000579
North Branch Winooski River,4.30E+12,3001249
North Branch Winooski River,4.30E+12,3001465
Hardwood Brook,4.30E+12,3001943
Pekin Brook,4.30E+12,3002051
North Branch Winooski River,4.30E+12,3002305
Hardwood Brook,4.30E+12,3002397
North Branch Winooski River,4.30E+12,3001959
Catamount Brook,4.30E+12,3002771
Hardwood Brook,4.30E+12,3003285
Hardwood Brook,4.30E+12,3003366
Pekin Brook,4.30E+12,3004035
Barnes Brook,4.30E+12,3004432
Worcester Brook,4.30E+12,3002697
Hardwood Brook,4.30E+12,3004899
Hardwood Brook,4.30E+12,3005065
Stevens Branch,4.30E+12,3000348
Winooski River,4.30E+12,3000006
Winooski River,4.30E+12,3000250
Sunderland Brook,4.30E+12,3000702
Winooski River,4.30E+12,3001763
Winooski River,4.30E+12,3002333
Winooski River,4.30E+12,3002492
Winooski River,4.30E+12,3003398
Winooski River,4.30E+12,3004371
Johnnie Brook,4.30E+12,3000962
Johnnie Brook,4.30E+12,3001256
Winooski River,4.30E+12,3003995
Alder Brook,4.30E+12,3001525
Sodom Pond Brook,4.30E+12,3001657
Sodom Pond Brook,4.30E+12,3001868
Sodom Pond Brook,4.30E+12,3003310
Beaver Meadow Brook,4.30E+12,3003307
Sodom Pond Brook,4.30E+12,3003576
Sodom Pond Brook,4.30E+12,3003652
Sodom Pond Brook,4.30E+12,3004475
Baker Brook,4.30E+12,3000822
Nelson Brook,4.30E+12,3003118
Jail Branch,4.30E+12,3000291
Jail Branch,4.30E+12,3002107
Jail Branch,4.30E+12,3002431
Jail Branch,4.30E+12,3004584
Winooski River,4.30E+12,3000041
Kingsbury Brook,4.30E+12,3000363
Buck Lake Brook,4.30E+12,3001141
Kingsbury Brook,4.30E+12,3001342
Kingsbury Brook,4.30E+12,3002041
Kingsbury Brook,4.30E+12,3002071
Winooski River,4.30E+12,3000367
Kingsbury Brook,4.30E+12,3002867
Kingsbury Brook,4.30E+12,3003362
Kingsbury Brook,4.30E+12,3002907
Kingsbury Brook,4.30E+12,3004224
Winooski River,4.30E+12,3002936
Winooski River,4.30E+12,3005233
Cunningham Brook,4.30E+12,3000083
Welder Brook,4.30E+12,3000254
Dowsville Brook,4.30E+12,3001655
Welder Brook,4.30E+12,3001888
Bat Harris Brook,4.30E+12,3002183
Welder Brook,4.30E+12,3002417
Dowsville Brook,4.30E+12,3004177
Dowsville Brook,4.30E+12,3005018
Preston Brook,4.30E+12,3000436
Preston Brook,4.30E+12,3000460
Preston Brook,4.30E+12,3000731
Johns Brook,4.30E+12,3001588
Johns Brook,4.30E+12,3002366
Preston Brook,4.30E+12,3002985
Johns Brook,4.30E+12,3003020
Preston Brook,4.30E+12,3003201
Preston Brook,4.30E+12,3003238
Johns Brook,4.30E+12,3003330
Preston Brook,4.30E+12,3004153
Preston Brook,4.30E+12,3004226
Preston Brook,4.30E+12,3004657
Preston Brook,4.30E+12,3005228
Huntington River,4.30E+12,3001758
Huntington River,4.30E+12,3004446
Great Brook,4.30E+12,3000048
Great Brook,4.30E+12,3000701
Great Brook,4.30E+12,3000861
Great Brook,4.30E+12,3000944
Herrick Brook,4.30E+12,3001010
Great Brook,4.30E+12,3001504
Martins Brook,4.30E+12,3002083
Great Brook,4.30E+12,3002239
Herrick Brook,4.30E+12,3003373
Jones Brook,4.30E+12,3003952
Great Brook,4.30E+12,3004647
North Branch Winooski River,4.30E+12,3000076
Winooski River,4.30E+12,3000496
Winooski River,4.30E+12,3000895
North Branch Winooski River,4.30E+12,3001163
Sunny Brook,4.30E+12,3001250
Martins Brook,4.30E+12,3001708
North Branch Winooski River,4.30E+12,3002334
Winooski River,4.30E+12,3002399
North Branch Winooski River,4.30E+12,3002536
Great Brook,4.30E+12,3003085
North Branch Winooski River,4.30E+12,3004013
North Branch Winooski River,4.30E+12,3004064
North Branch Winooski River,4.30E+12,3004288
North Branch Winooski River,4.30E+12,3004289
North Branch Winooski River,4.30E+12,3004376
North Branch Winooski River,4.30E+12,3004746
Martins Brook,4.30E+12,3005094
Great Brook,4.30E+12,3005263
Hancock Brook,4.30E+12,3001392
Hancock Brook,4.30E+12,3003712
Hancock Brook,4.30E+12,3004493
Catamount Brook,4.30E+12,3004762
Worcester Brook,4.30E+12,3000988
Worcester Brook,4.30E+12,3001889
Pekin Brook,4.30E+12,3002384
Worcester Brook,4.30E+12,3002462
Worcester Brook,4.30E+12,3002968
Pekin Brook,4.30E+12,3003575
Pekin Brook,4.30E+12,3003600
Pekin Brook,4.30E+12,3003867
Pekin Brook,4.30E+12,3003951
Worcester Brook,4.30E+12,3004016
Pekin Brook,4.30E+12,3004801
Pekin Brook,4.30E+12,3005127
Stave Brook,4.30E+12,3000331
Huntington River,4.30E+12,3000343
Huntington River,4.30E+12,3000373
Mill Brook,4.30E+12,3001787
Huntington River,4.30E+12,3002311
Beaver Meadow Brook,4.30E+12,3002668
Mill Brook,4.30E+12,3002832
Bakers Brook,4.30E+12,3002955
Mill Brook,4.30E+12,3004036
Beaver Meadow Brook,4.30E+12,3004469
Alder Brook,4.30E+12,3002303
Alder Brook,4.30E+12,3004323
Alder Brook,4.30E+12,3004386
Alder Brook,4.30E+12,3004723
Robinson Brook,4.30E+12,3000326
Stevens Branch,4.30E+12,3000583
Stevens Branch,4.30E+12,3000680
Stevens Branch,4.30E+12,3001112
Stevens Branch,4.30E+12,3001315
Stevens Branch,4.30E+12,3001642
Stevens Branch,4.30E+12,3002540
Stevens Branch,4.30E+12,3002601
Stevens Branch,4.30E+12,3003169
Stevens Branch,4.30E+12,3003448
Sterling Brook,4.30E+12,3001267
Sterling Brook,4.30E+12,3003297
Orange Brook,4.30E+12,3000237
Orange Brook,4.30E+12,3000427
Orange Brook,4.30E+12,3000983
Orange Brook,4.30E+12,3001122
Potter Brook,4.30E+12,3001204
Ketchum Brook,4.30E+12,3001536
Orange Brook,4.30E+12,3001648
Nelson Brook,4.30E+12,3001415
Orange Brook,4.30E+12,3002087
Mskaskek Brook,4.30E+12,3002218
Orange Brook,4.30E+12,3002242
Great Brook,4.30E+12,3002426
Nelson Brook,4.30E+12,3002585
Mskaskek Brook,4.30E+12,3002875
Nate Smith Brook,4.30E+12,3002996
Great Brook,4.30E+12,3003109
Mskaskek Brook,4.30E+12,3003245
Great Brook,4.30E+12,3004785
Great Brook,4.30E+12,3004834
Great Brook,4.30E+12,3005041
Orange Brook,4.30E+12,3005201
Muddy Brook,4.30E+12,3003013
Nate Smith Brook,4.30E+12,3004304
Mollys Brook,4.30E+12,3000082
Jug Brook,4.30E+12,3000639
Winooski River,4.30E+12,3001262
Winooski River,4.30E+12,3001510
Jug Brook,4.30E+12,3001880
Jug Brook,4.30E+12,3002695
Jug Brook,4.30E+12,3002931
Winooski River,4.30E+12,3003268
Jug Brook,4.30E+12,3003358
Jug Brook,4.30E+12,3003434
Mollys Brook,4.30E+12,3003584
Mollys Brook,4.30E+12,3003602
Winooski River,4.30E+12,3003740
Winooski River,4.30E+12,3004908
Lye Brook,4.30E+12,3000013
Lye Brook,4.30E+12,3000079
Marshfield Brook,4.30E+12,3000194
Lye Brook,4.30E+12,3000235
Marshfield Brook,4.30E+12,3000446
Marshfield Brook,4.30E+12,3001333
Marshfield Brook,4.30E+12,3001950
Carpenter Brook,4.30E+12,3001822
Carpenter Brook,4.30E+12,3003287
Carpenter Brook,4.30E+12,3003409
Carpenter Brook,4.30E+12,3003477
Gleason Brook,4.30E+12,3003860
Brush Brook,4.30E+12,3000168
Huntington River,4.30E+12,3000844
Brush Brook,4.30E+12,3000916
Cobb Brook,4.30E+12,3001082
Jones Brook,4.30E+12,3001743
Carpenter Brook,4.30E+12,3002056
Jones Brook,4.30E+12,3002474
Huntington River,4.30E+12,3002537
Huntington River,4.30E+12,3002953
Cobb Brook,4.30E+12,3003183
Huntington River,4.30E+12,3003232
Jones Brook,4.30E+12,3003320
Jones Brook,4.30E+12,3003347
Carpenter Brook,4.30E+12,3003535
Cobb Brook,4.30E+12,3003884
Jones Brook,4.30E+12,3003894
Carpenter Brook,4.30E+12,3003931
Carpenter Brook,4.30E+12,3004040
Huntington River,4.30E+12,3004075
Cobb Brook,4.30E+12,3004445
Cobb Brook,4.30E+12,3004585
Cobb Brook,4.30E+12,3005209
Allen Brook,4.30E+12,3000560
Winooski River,4.30E+12,3000106
Lincoln Brook,4.30E+12,3000488
Lincoln Brook,4.30E+12,3002163
Lincoln Brook,4.30E+12,3002577
Lincoln Brook,4.30E+12,3003796
Lincoln Brook,4.30E+12,3003833
Muddy Brook,4.30E+12,3000123
Muddy Brook,4.30E+12,3000403
Sucker Brook,4.30E+12,3000913
Sucker Brook,4.30E+12,3001031
Muddy Brook,4.30E+12,3001194
Muddy Brook,4.30E+12,3001205
Allen Brook,4.30E+12,3001352
Winooski River,4.30E+12,3002340
Sucker Brook,4.30E+12,3002563
Sucker Brook,4.30E+12,3002618
Sucker Brook,4.30E+12,3002886
Muddy Brook,4.30E+12,3002983
Muddy Brook,4.30E+12,3003212
Sucker Brook,4.30E+12,3003491
Muddy Brook,4.30E+12,3003647
Sucker Brook,4.30E+12,3003682
Muddy Brook,4.30E+12,3003915
Sucker Brook,4.30E+12,3004025
Sucker Brook,4.30E+12,3004285
Muddy Brook,4.30E+12,3004846
Muddy Brook,4.30E+12,3004877
Sucker Brook,4.30E+12,3004928
Stetson Brook,4.30E+12,3001014
Mills Brook,4.30E+12,3002961
Mad River,4.30E+12,3000951
Lincoln Brook,4.30E+12,3004650
Mills Brook,4.30E+12,3001809
Austin Brook,4.30E+12,3002852
Austin Brook,4.30E+12,3003269
Austin Brook,4.30E+12,3004170
Austin Brook,4.30E+12,3004705
Sodom Pond Brook,4.30E+12,3000209
Barnes Brook,4.30E+12,3000281
Bennett Brook,4.30E+12,3000582
Mallory Brook,4.30E+12,3000746
Barnes Brook,4.30E+12,3001134
Sodom Pond Brook,4.30E+12,3001309
Sodom Pond Brook,4.30E+12,3001533
Winooski River,4.30E+12,3002202
Mallory Brook,4.30E+12,3002597
Barnes Brook,4.30E+12,3002869
Sodom Pond Brook,4.30E+12,3002878
Barnes Brook,4.30E+12,3003593
Mallory Brook,4.30E+12,3003896
Sodom Pond Brook,4.30E+12,3004377
Lincoln Brook,4.30E+12,3000265
Lincoln Brook,4.30E+12,3003061
Austin Brook,4.30E+12,3003903
Austin Brook,4.30E+12,3004102
Lincoln Brook,4.30E+12,3004527
Kelley Brook,4.30E+12,3001277
Kelley Brook,4.30E+12,3002487
Brush Brook,4.30E+12,3001662
Ridley Brook,4.30E+12,3001765
Crossett Brook,4.30E+12,3002250
Crossett Brook,4.30E+12,3002880
Brush Brook,4.30E+12,3003090
Ridley Brook,4.30E+12,3004215
Crossett Brook,4.30E+12,3004345
Ridley Brook,4.30E+12,3004412
Crossett Brook,4.30E+12,3004966
Folsom Brook,4.30E+12,3000238
Felchner Brook,4.30E+12,3001798
Dog River,4.30E+12,3003098
Mad River,4.30E+12,3004963
Kingsbury Brook,4.30E+12,3000543
Kingsbury Brook,4.30E+12,3001045
Kingsbury Brook,4.30E+12,3001479
Kingsbury Brook,4.30E+12,3001493
