UVM_ID,SGAT_ID,SiltOrSmal,Sand,FineGravel,CourseGrav,Cobble,Boulder,Bedrock,d50,d84,consistenc,Code,DA(sqmi),slope(m/m),daxslope,bkf_width_HAND,q2_width,q500_width,confinement,Percent Cohesive,Percent Mixed,Percent Noncohesive,Percent Null,Average Depth To Bedrock
5004432,66_M10-,0,90,100,100,100,100,100,1.14,1.87,Cohesive,5004432,0.9983225708780245,-0.2408340891521408,0.4425692943800757,-0.3728889972461919,0.6876080110202821,0.54173002678475,-0.8561996388733071,0.0,0.0,0.8,0.2,0.1201625272577464
5004494,66_M08-,21,84,100,100,100,100,100,0.95,2.0,Non-cohesive,5004494,1.0724402901152088,-0.5171275684203192,0.2000016651714072,-0.3235514782639659,1.0228026426929968,1.0893220947117226,-0.2116112535174002,0.0,0.0,0.8333,0.1667,-0.0211329152323823
5004504,66_M01B,13,28,44,74,93,100,100,7.68,41.26,Non-cohesive,5004504,1.2941474315512609,-0.3151721272129076,0.5705429032079211,-0.0224660967464321,0.3389108236153078,0.5844794677144809,0.7671665135130653,0.375,0.0,0.5,0.125,-0.197729647188096
5004504,66_M01C,8,80,88,98,100,100,100,1.19,3.8,Non-cohesive,5004504,1.2941474315512609,-0.3151721272129076,0.5705429032079211,-0.0224660967464321,0.3389108236153078,0.5844794677144809,0.7671665135130653,0.375,0.0,0.5,0.125,-0.197729647188096
5004563,66_T4.01-,6,36,56,99,100,100,100,4.52,12.37,Non-cohesive,5004563,0.1533952557990331,-0.0228269411192522,0.0831133823397038,-0.5252245868846573,0.0894507484137623,0.6838596498516487,2.186231314261685,0.1429,0.0,0.7143,0.1429,-0.12207112910073
5004668,66_M02B,0,31,36,44,94,100,100,21.76,54.4,Cohesive,5004668,1.2846146593813776,-0.1702172886088632,0.7183631684977163,-0.148506611249674,0.1458343664193261,0.6393886179853674,1.7830500545192205,0.3333,0.0,0.5,0.1667,0.3321056909929394
5004668,66_M02A,1,81,94,99,100,100,100,1.25,2.83,Non-cohesive,5004668,1.2846146593813776,-0.1702172886088632,0.7183631684977163,-0.148506611249674,0.1458343664193261,0.6393886179853674,1.7830500545192205,0.3333,0.0,0.5,0.1667,0.3321056909929394
5005091,66_M04A,1,9,17,28,53,82,100,58.24,338.67,Non-cohesive,5005091,1.2645653170751914,0.545107026116177,1.4667346329454936,0.134474753665771,-0.0777700255721824,0.475976643209939,2.109253235510052,0.4,0.0,0.4,0.2,0.1201625272577464
5005220,66_M07-,27,92,99,99,100,100,100,0.75,1.76,Non-cohesive,5005220,1.09469075732903,-0.4912484319823855,0.2431693983002182,-0.4721503600999011,0.7833153937276031,0.6546267587115105,-0.8349287636821795,0.3333,0.0,0.5556,0.1111,0.2143745363557971
5005228,66_T2.01B,28,70,90,99,100,100,100,1.08,4.52,Non-cohesive,5005228,-0.4880466267941857,-0.1818819129840056,-0.5356991137991168,0.0227065266654365,-0.0508986281240872,0.1522986590642014,0.784064009569164,0.7273,0.0,0.2727,0.0,-0.7476984573661274
5005228,66_T2.01C,30,84,98,100,100,100,100,0.78,2.0,Non-cohesive,5005228,-0.4880466267941857,-0.1818819129840056,-0.5356991137991168,0.0227065266654365,-0.0508986281240872,0.1522986590642014,0.784064009569164,0.7273,0.0,0.2727,0.0,-0.7476984573661274
5005391,66_M03A,2,17,21,29,83,100,100,34.67,75.29,Non-cohesive,5005391,1.2816156725479235,0.318257776303507,1.2368943433532884,-0.1508835075891134,-0.062902888512389,-0.117939299168326,-0.1778165547600138,0.6,0.0,0.2,0.2,2.663480492080064
5005403,66_M10-,0,90,100,100,100,100,100,1.14,1.87,Cohesive,5005403,1.0011965727047285,-0.1955945555537505,0.4928000266861436,-0.4002717745831619,0.9162648556091416,0.9760837371166126,-0.1887142275934011,0.0,0.0,0.875,0.125,-0.197729647188096
5005578,66_M03A,2,17,21,29,83,100,100,34.67,75.29,Non-cohesive,5005578,1.2753673688380018,-0.1170354883376213,0.7685688647263468,-0.1035353911527631,0.3257488163491577,0.2921588380211791,-0.2725727996494112,0.6,0.0,0.3,0.1,0.5440488547281325
5000062,85_M18A,0,18,31,77,97,100,100,9.9,32.8,Non-cohesive,5000062,0.2189835278824786,0.5709562586147807,0.7619259620335566,-0.5566006557377399,-0.4916298804459219,-0.4084615653754371,0.5330131704902005,0.0,0.0,1.0,0.0,-0.727610127683026
5000062,85_M18B,0,9,20,61,96,100,100,13.21,47.54,Non-cohesive,5000062,0.2189835278824786,0.5709562586147807,0.7619259620335566,-0.5566006557377399,-0.4916298804459219,-0.4084615653754371,0.5330131704902005,0.0,0.0,1.0,0.0,-0.727610127683026
5000151,85_M10-,0,7,30,90,100,100,100,9.07,14.96,Non-cohesive,5000151,0.9087228756564916,0.3353785531216429,0.9939559204231688,-0.2878778606632819,-0.180937731149695,0.1049356077535662,1.1523343600216849,0.0,0.0,0.875,0.125,0.3095345340456345
5000636,85_M01B,0,13,31,71,94,100,100,10.54,43.13,Non-cohesive,5000636,1.0558857438701277,0.6373791933734211,1.4189151720732922,-0.2324141607412007,-0.3234843781838893,-0.5196854323676882,-0.5891957221903982,0.6,0.0,0.3,0.1,0.5440488547281325
5000807,85_M15-,0,7,29,55,90,100,100,14.0,55.77,Non-cohesive,5000807,0.6835969513808842,-0.0150490996676519,0.4627738012428843,-0.3738929713227706,0.1202641956384813,0.3987150875754696,0.9888380996064589,0.0909,0.0,0.8636,0.0455,-0.5349427319808313
5000867,85_M03-,0,12,32,50,70,87,100,16.0,222.12,Non-cohesive,5000867,1.0490924745043406,0.2942376194860858,1.0484260908402685,-0.2803073654029302,-0.3232497329776222,-0.3593007156522113,0.0105867054221077,0.6,0.0,0.2,0.2,0.1201625272577464
5001510,85_M10-,0,7,30,90,100,100,100,9.07,14.96,Non-cohesive,5001510,0.9130606707184395,-0.1381483643906834,0.4922946862181294,-0.3631481480099892,0.3814036369678576,0.1856767569397575,-0.9049760247739134,0.0,0.0,0.8,0.2,0.1201625272577464
5001510,85_M09B,0,12,32,90,97,98,100,8.83,14.92,Non-cohesive,5001510,0.9130606707184395,-0.1381483643906834,0.4922946862181294,-0.3631481480099892,0.3814036369678576,0.1856767569397575,-0.9049760247739134,0.0,0.0,0.8,0.2,0.1201625272577464
5001806,85_M01A,0,15,45,98,100,100,100,6.58,13.25,Non-cohesive,5001806,1.067209288922666,-0.1926302141622339,0.5421969719400765,-0.1864182993768743,-0.16006276447519,-0.2031240325854922,-0.0891890838214908,0.0,0.0,0.75,0.25,2.4515373283448705
5002024,85_M16C,0,7,22,65,87,100,100,12.37,57.45,Non-cohesive,5002024,0.2691067103610459,0.3293657732254694,0.5395392961707026,-0.6009620877310922,-0.2953402130226208,0.1156319587102195,1.6724670382914475,0.0,0.0,0.75,0.25,0.3321056909929394
5002233,85_M17B,0,15,35,90,100,100,100,8.44,14.87,Non-cohesive,5002233,0.2233484149154089,0.1587481468854764,0.3256391749737318,-0.1292202149008684,-0.0583645319849619,0.013451422829407,0.295300892775324,0.0,0.0,1.0,0.0,-0.727610127683026
5002233,85_M18A,0,18,31,77,97,100,100,9.9,32.8,Non-cohesive,5002233,0.2233484149154089,0.1587481468854764,0.3256391749737318,-0.1292202149008684,-0.0583645319849619,0.013451422829407,0.295300892775324,0.0,0.0,1.0,0.0,-0.727610127683026
5002276,85_M14A,0,3,24,78,99,100,100,10.61,29.71,Non-cohesive,5002276,0.7561897187802368,-0.0899281384105165,0.4338117577655011,-0.409189993605965,0.0541980004056647,0.1622927475561155,0.3804834151446385,0.0,0.0,0.6667,0.3333,0.6853442972182613
5002505,85_M03-,0,12,32,50,70,87,100,16.0,222.12,Non-cohesive,5002505,0.984540800978756,0.6698601156377497,1.4035620146569656,-0.2743730122616687,-0.4282762421864335,-0.6070874948530423,-0.4768478310020049,0.75,0.0,0.0,0.25,0.3321056909929394
5003225,85_M18B,0,9,20,61,96,100,100,13.21,47.54,Non-cohesive,5003225,0.0465693666154554,0.5219001307350047,0.5888759301227887,-0.4551749977050947,-0.4659134692475355,-0.2589556707370052,0.9851168667408048,0.0,0.0,1.0,0.0,-0.727610127683026
5003372,85_M17B,0,15,35,90,100,100,100,8.44,14.87,Non-cohesive,5003372,0.259186790398219,0.1723741038721158,0.3652645062172201,-0.4570668127598989,0.1068206551772651,0.2853292358986289,0.6205318380933814,0.0,0.0,1.0,0.0,-0.727610127683026
5003466,85_M12-,0,8,23,67,95,100,100,11.98,45.14,Non-cohesive,5003466,0.7809856923835643,0.1448034747957987,0.7013638463197064,-0.3598480883450239,-0.33120289649891,-0.2438545163912568,0.4763974465210736,0.1429,0.0,0.7143,0.1429,0.4835130117954608
5003466,85_M13A,0,10,25,62,87,100,100,12.63,58.24,Non-cohesive,5003466,0.7809856923835643,0.1448034747957987,0.7013638463197064,-0.3598480883450239,-0.33120289649891,-0.2438545163912568,0.4763974465210736,0.1429,0.0,0.7143,0.1429,0.4835130117954608
5003598,85_M17B,0,15,35,90,100,100,100,8.44,14.87,Non-cohesive,5003598,0.2234813891792596,0.4197944825040839,0.6039635359038781,0.6086102133394518,0.3642645198939774,0.2372253959436073,-0.6399650069223031,0.0,0.0,1.0,0.0,-0.727610127683026
5003647,85_M09B,0,12,32,90,97,98,100,8.83,14.92,Non-cohesive,5003647,0.9525459679398413,0.0609864790402798,0.7321955228576748,-0.2789201905067946,-0.1492897225781271,-0.142172014162643,0.0939173767160903,0.2857,0.0,0.5714,0.1429,-0.1478473903345521
5003674,85_M16A,0,12,32,70,86,100,100,10.53,58.0,Non-cohesive,5003674,0.5720656909642535,0.4473717113891178,0.877516006837654,-0.5843191728656912,-0.3433346124863752,0.0138333529982853,1.4925496918720318,0.0,0.0,0.75,0.25,0.3321056909929394
5003768,85_M12-,0,8,23,67,95,100,100,11.98,45.14,Non-cohesive,5003768,0.9025863924375228,0.4520750874879379,1.114036486583862,-0.0336524439764477,0.2291452395130611,0.0127850742105925,-0.9136705668719748,0.0,0.0,0.6667,0.3333,2.068188798751844
5003901,85_M16A,0,12,32,70,86,100,100,10.53,58.0,Non-cohesive,5003901,0.5722445399304834,-0.1475005130738218,0.2436081471302578,-0.3589135474396323,-0.0548606438137076,0.1744744912951833,0.8837557465524739,0.0,0.0,0.8,0.2,0.1201625272577464
5003901,85_M15-,0,7,29,55,90,100,100,14.0,55.77,Non-cohesive,5003901,0.5722445399304834,-0.1475005130738218,0.2436081471302578,-0.3589135474396323,-0.0548606438137076,0.1744744912951833,0.8837557465524739,0.0,0.0,0.8,0.2,0.1201625272577464
5004050,85_M01B,0,13,31,71,94,100,100,10.54,43.13,Non-cohesive,5004050,1.0626812142919522,0.2210090122315893,0.9798947831549412,-0.2041426427964507,-0.2474069442063631,0.4574697210606697,2.7517765804542,0.0,0.0,0.8,0.2,2.663480492080064
5004089,85_M05-,0,10,33,89,98,100,100,8.76,15.07,Non-cohesive,5004089,0.9790655622925936,-0.1705671428399613,0.5039737323586059,-0.2106369271620516,0.4965564331369629,0.6894256321818295,0.498745257936068,0.2857,0.0,0.5714,0.1429,-0.12207112910073
5004224,85_M17A,0,20,41,59,87,100,100,10.8,58.86,Non-cohesive,5004224,0.2664791072000614,0.0818670290914731,0.2739070559162753,-0.3032332228123957,0.1041549904993754,0.3384379097219687,0.8306515569420824,0.0,0.0,1.0,0.0,-0.727610127683026
5004224,85_M17B,0,15,35,90,100,100,100,8.44,14.87,Non-cohesive,5004224,0.2664791072000614,0.0818670290914731,0.2739070559162753,-0.3032332228123957,0.1041549904993754,0.3384379097219687,0.8306515569420824,0.0,0.0,1.0,0.0,-0.727610127683026
5004290,85_M01A,0,15,45,98,100,100,100,6.58,13.25,Non-cohesive,5004290,1.066991541522971,0.5086728893798088,1.2895148935605183,-0.1347788976123189,-0.0023617736619236,-0.0815502639799632,-0.2955592637519145,0.0,0.0,0.75,0.25,2.4515373283448705
5004758,85_M03-,0,12,32,50,70,87,100,16.0,222.12,Non-cohesive,5004758,1.0531094403979175,0.0956644475495358,0.8395943045484024,-0.1185023876248249,-0.2283703723752468,0.1265196145589622,1.4322247592857928,0.8,0.0,0.0,0.2,0.1201625272577464
5004763,85_M12-,0,8,23,67,95,100,100,11.98,45.14,Non-cohesive,5004763,0.8736089735675404,0.2494005839054366,0.8777230318089062,-0.2877280242138356,-0.2012950563453779,-0.0523123047374534,0.6487424108989563,0.2,0.0,0.7,0.1,-0.3037238002126398
5004971,85_M10-,0,7,30,90,100,100,100,9.07,14.96,Non-cohesive,5004971,0.910797552301835,-0.0951100359996222,0.5365810997190372,-0.1237615502095752,0.5327892938111769,0.8140280526087951,0.8134357203753275,0.0,0.0,0.8571,0.1429,-0.12207112910073
5005050,85_M01B,0,13,31,71,94,100,100,10.54,43.13,Non-cohesive,5005050,1.059734571468939,-0.0577319795202283,0.680740127742009,-0.0141314454850269,0.0795756018608372,0.6151270730805419,1.9702127028558032,0.0,0.0,0.6667,0.3333,2.663480492080064
5005063,85_M13B,0,11,30,71,95,100,100,10.67,42.0,Non-cohesive,5005063,0.7767035156576001,0.2092239125027317,0.7670257559514556,-0.3465346734624952,-0.1582117396592056,-0.0670615347642936,0.4127046765030908,0.125,0.0,0.75,0.125,-0.2090152256617484
5005063,85_M14A,0,3,24,78,99,100,100,10.61,29.71,Non-cohesive,5005063,0.7767035156576001,0.2092239125027317,0.7670257559514556,-0.3465346734624952,-0.1582117396592056,-0.0670615347642936,0.4127046765030908,0.125,0.0,0.75,0.125,-0.2090152256617484
5000139,16_R10-,0,44,89,98,98,98,100,2.48,5.2,Non-cohesive,5000139,2.325648869516024,-1.296652395871155,0.2469482573386791,0.2082010725342289,1.4526381678943472,1.234529059925207,-1.4714129487110557,0.0,0.0,0.8333,0.1667,0.6853442972182613
5000205,177_M11-,0,2,13,36,82,100,100,30.61,85.33,Non-cohesive,5000205,-0.1932472878851222,0.6942552283877275,0.604601894969857,-0.5326355662463024,-0.4869195295286495,-0.3837645832408913,0.605756801425854,0.6,0.0,0.4,0.0,0.1201625272577464
5000205,177_M10-,0,3,10,44,80,100,100,24.0,102.4,Non-cohesive,5000205,-0.1932472878851222,0.6942552283877275,0.604601894969857,-0.5326355662463024,-0.4869195295286495,-0.3837645832408913,0.605756801425854,0.6,0.0,0.4,0.0,0.1201625272577464
5000511,177_M01A,1,13,32,64,99,100,100,11.45,43.43,Non-cohesive,5000511,0.3056950911985658,0.5014023384597179,0.7485288589289236,-0.4207493293043242,-0.5038074705833168,-0.060707343941741,1.8867273333361347,0.2222,0.0,0.6667,0.1111,0.1970398878202668
5000511,177_M01B,1,7,24,53,84,100,100,14.92,64.0,Non-cohesive,5000511,0.3056950911985658,0.5014023384597179,0.7485288589289236,-0.4207493293043242,-0.5038074705833168,-0.060707343941741,1.8867273333361347,0.2222,0.0,0.6667,0.1111,0.1970398878202668
5000743,177_T7.01-,0,2,16,33,80,100,100,33.36,102.4,Non-cohesive,5000743,-0.5800899214501993,1.3812255446536168,1.06583881358382,-1.480479517063214,-1.4607712467699898,-1.534241466416384,0.3828827495698604,0.5,0.0,0.5,0.0,-0.2789858121983937
5001370,16_R08-,0,13,42,89,100,100,100,7.37,14.89,Non-cohesive,5001370,2.3640059827024915,-0.7345612695088107,0.872908857893233,0.3983740678462684,1.3935516069373917,1.327982066416597,-0.8734132778261321,0.2895,0.0,0.6842,0.0263,0.2692224477377479
5001464,16_R08-,0,13,42,89,100,100,100,7.37,14.89,Non-cohesive,5001464,2.331655182037465,-1.507810375631841,0.0260965986606782,0.4729761439664262,1.3123328117614688,1.3229041075930732,-0.5516163093599384,0.3333,0.0,0.5556,0.1111,0.6853442972182613
5001464,16_R09-,0,90,100,100,100,100,100,1.14,1.87,Non-cohesive,5001464,2.331655182037465,-1.507810375631841,0.0260965986606782,0.4729761439664262,1.3123328117614688,1.3229041075930732,-0.5516163093599384,0.3333,0.0,0.5556,0.1111,0.6853442972182613
5001490,16_R09-,0,90,100,100,100,100,100,1.14,1.87,Non-cohesive,5001490,2.327691366351285,-0.1470583895799984,1.4736515735479474,0.2026407187033815,1.5463776644569929,1.5493069642660162,-0.6856802721016765,0.0,0.0,0.8333,0.1667,0.6853442972182613
5001549,177_M12A,0,3,21,39,86,100,100,27.23,61.96,Non-cohesive,5001549,-0.8494463256094654,0.903864322402644,0.3683865177801157,-0.7831518645441142,-0.870213200756089,-0.8818313931573385,0.3485172081141217,0.0,0.0,1.0,0.0,1.391821509668905
5001569,177_M12B,0,4,15,46,94,100,100,20.0,54.0,Non-cohesive,5001569,-0.9374945153557686,0.9432878285103444,0.3487334812228344,-0.7623627390749258,-0.9376604244791564,-0.8659839976509026,0.69090654804543,0.0,0.0,1.0,0.0,1.391821509668905
5001569,177_M12A,0,3,21,39,86,100,100,27.23,61.96,Non-cohesive,5001569,-0.9374945153557686,0.9432878285103444,0.3487334812228344,-0.7623627390749258,-0.9376604244791564,-0.8659839976509026,0.69090654804543,0.0,0.0,1.0,0.0,1.391821509668905
5001606,16_R11-,0,23,70,97,100,100,100,4.07,10.99,Cohesive,5001606,2.234203230741953,-0.358786466255491,1.182503132311424,0.1359666085072547,1.2217811430956478,1.1069197150708845,-0.9806665461510844,0.0714,0.0,0.8571,0.0714,0.4835130117954608
5001681,16_R10-,0,44,89,98,98,98,100,2.48,5.2,Non-cohesive,5001681,2.325744499717101,-1.281905756245444,0.2627326623723758,0.434151796174321,2.0320379564937405,1.848427160317484,-1.6032128309831504,0.1111,0.0,0.6667,0.2222,0.6853442972182613
5001829,16_R10-,0,44,89,98,98,98,100,2.48,5.2,Non-cohesive,5001829,2.326743539867946,-1.2681256850958706,0.2781196467527166,0.2268507937180044,1.1899056921411406,1.1839135002385794,-0.5585054318725906,0.2,0.0,0.6,0.2,0.9679351821985188
5001948,16_R09-,0,90,100,100,100,100,100,1.14,1.87,Non-cohesive,5001948,2.328398843240512,-0.5065184080055338,1.091023558980917,0.2937269622982412,1.3421507037176388,1.255240409824976,-0.930194776858609,0.0,0.0,0.9167,0.0833,0.3321056909929394
5002170,16_R09-,0,90,100,100,100,100,100,1.14,1.87,Non-cohesive,5002170,2.3279065545996507,-1.441745049799228,0.0938853960174938,0.346587505484603,1.5486608844578509,1.330838817735717,-1.5135965873984862,0.1429,0.0,0.7143,0.1429,0.4835130117954608
5002177,177_M13-,0,7,29,54,92,100,100,14.34,53.89,Non-cohesive,5002177,-0.9475571399705304,1.0715835199445245,0.4784267886390207,-1.0003930984829048,-1.0977537722968265,-1.1767608985587945,0.1986010318998112,0.5,0.0,0.5,0.0,1.391821509668905
5002177,177_M14-,0,5,25,40,73,100,100,30.55,142.22,Non-cohesive,5002177,-0.9475571399705304,1.0715835199445245,0.4784267886390207,-1.0003930984829048,-1.0977537722968265,-1.1767608985587945,0.1986010318998112,0.5,0.0,0.5,0.0,1.391821509668905
5002220,177_M09-,0,3,18,54,85,100,100,14.84,62.45,Non-cohesive,5002220,-0.0257506089461229,0.6987933099404464,0.7267588575455226,-0.3665401293968632,-0.4857071328248086,-0.3501888265393422,0.7264368786214943,0.0,0.0,1.0,0.0,1.391821509668905
5002246,16_R13-,0,14,61,94,100,100,100,4.76,12.85,Non-cohesive,5002246,2.1902279685810973,-0.6699001392905339,0.8201068937024284,0.2704597690124596,0.5654257449843432,0.8600236772298128,0.8487734200338702,0.2727,0.0,0.6364,0.0909,0.4202234877152177
5002725,177_M06-,0,4,13,49,89,100,100,17.2,58.0,Non-cohesive,5002725,0.0628475781395515,0.4758689387489336,0.551216258666736,-0.5194088034887704,-0.3000243462450004,-0.0291877619440867,1.1496591372219214,0.0,0.0,1.0,0.0,0.3321056909929394
5002774,16_R11-,0,23,70,97,100,100,100,4.07,10.99,Cohesive,5002774,2.2192081947607822,-0.6516223726974038,0.8598865954437119,0.3045694157787571,1.3867390700647826,1.439736115120527,-0.4262189526346772,0.0909,0.0,0.8182,0.0909,-0.35866199622238
5002859,16_R10-,0,44,89,98,98,98,100,2.48,5.2,Non-cohesive,5002859,2.3276377963928665,-1.3540209144604929,0.1871962332411813,0.3832188941119694,1.784965193931794,1.6542524417181088,-1.2937601744999498,0.0,0.0,0.8,0.2,0.1201625272577464
5003002,16_R13-,0,14,61,94,100,100,100,4.76,12.85,Non-cohesive,5003002,2.19258135272032,-0.733282642756907,0.7542002571190333,0.2928262286176958,0.6262326860010378,1.0862645121290413,1.4410597254725923,0.2222,0.0,0.6667,0.1111,-0.2666619605051651
5003010,16_R13-,0,14,61,94,100,100,100,4.76,12.85,Non-cohesive,5003010,2.209434176398903,-0.4177138387976377,1.1023474711264587,0.3626899278207735,0.2916946357742198,0.8838709315556599,2.0867563120840287,0.125,0.0,0.75,0.125,-0.2203008041354009
5003066,98_R13S0304-,0,9,25,77,91,100,100,10.6,40.0,Non-cohesive,5003066,-0.2681562131252695,0.6725143802609979,0.5289611758787715,-0.6078023654123382,-0.5855635285191712,-0.527615464424451,0.4808611653051962,0.6,0.0,0.4,0.0,-0.727610127683026
5003105,16_R10-,0,44,89,98,98,98,100,2.48,5.2,Non-cohesive,5003105,2.324712785569345,0.167782505524774,1.8071323975554103,0.2097089274513056,1.4347275887384328,1.3688252207086715,-0.8932100162089073,0.0,0.0,0.9,0.1,0.9679351821985188
5003274,16_R09-,0,90,100,100,100,100,100,1.14,1.87,Non-cohesive,5003274,2.329309161781955,-0.7766485695397813,0.8037481330229882,0.5031315557370736,1.2515848378985552,1.3156561418480868,-0.323849305389202,0.25,0.0,0.6667,0.0833,-0.0211329152323823
5003294,16_R10-,0,44,89,98,98,98,100,2.48,5.2,Non-cohesive,5003294,2.326121040331249,-1.3327815451937235,0.208771421506138,0.344525889976183,1.0888804842217077,1.1463970392714968,-0.27510267325747,0.1429,0.0,0.7143,0.1429,0.4835130117954608
5003502,16_R10-,0,44,89,98,98,98,100,2.48,5.2,Non-cohesive,5003502,2.3251405306068804,0.0405871489177277,1.671863277051158,0.5613064546769535,1.5211957571991994,1.4736912727622582,-0.8632499042756883,0.375,0.0,0.5,0.125,0.8619861714878695
5003561,16_R10-,0,44,89,98,98,98,100,2.48,5.2,Non-cohesive,5003561,2.3249473208568427,-0.5973162660500809,0.991830847631869,0.2753191209982444,1.7925570624413576,1.6069064019400157,-1.502966089133817,0.0,0.0,0.875,0.125,0.8619861714878695
5003688,98_R13S0302-,0,3,10,43,80,97,100,25.08,109.18,Non-cohesive,5003688,-0.240240600685714,0.610953938161361,0.4829011666129381,-0.5187719018150823,-0.63083343631567,-0.603528624675151,0.3864724296742469,0.4167,0.0,0.5,0.0833,-0.0211329152323823
5003688,98_R13S0303-,0,4,16,47,78,100,100,20.65,116.36,Non-cohesive,5003688,-0.240240600685714,0.610953938161361,0.4829011666129381,-0.5187719018150823,-0.63083343631567,-0.603528624675151,0.3864724296742469,0.4167,0.0,0.5,0.0833,-0.0211329152323823
5003688,98_R13S0304-,0,9,25,77,91,100,100,10.6,40.0,Non-cohesive,5003688,-0.240240600685714,0.610953938161361,0.4829011666129381,-0.5187719018150823,-0.63083343631567,-0.603528624675151,0.3864724296742469,0.4167,0.0,0.5,0.0833,-0.0211329152323823
5003688,98_R13S0301A,0,8,30,86,100,100,100,9.31,15.63,Non-cohesive,5003688,-0.240240600685714,0.610953938161361,0.4829011666129381,-0.5187719018150823,-0.63083343631567,-0.603528624675151,0.3864724296742469,0.4167,0.0,0.5,0.0833,-0.0211329152323823
5003688,98_R13S0301C,0,12,27,74,100,100,100,10.69,34.46,Non-cohesive,5003688,-0.240240600685714,0.610953938161361,0.4829011666129381,-0.5187719018150823,-0.63083343631567,-0.603528624675151,0.3864724296742469,0.4167,0.0,0.5,0.0833,-0.0211329152323823
5003799,177_M09-,0,3,18,54,85,100,100,14.84,62.45,Non-cohesive,5003799,-0.011462286122858,0.8898587202488517,0.9404102614533452,-0.5897186547432013,-0.6119295258402843,-0.5820615132274077,0.3875573059808684,0.0,0.0,1.0,0.0,-0.1349366885606937
5003876,16_R10-,0,44,89,98,98,98,100,2.48,5.2,Non-cohesive,5003876,2.325098173383975,-0.726856987854491,0.8538680201497538,0.2943774394531415,1.8383204470638963,1.687362934174979,-1.3936296212192674,0.2727,0.0,0.6364,0.0909,0.4202234877152177
5004228,16_R10-,0,44,89,98,98,98,100,2.48,5.2,Non-cohesive,5004228,2.3253692072062,-1.3110774460292205,0.2313777101707237,0.4583419845671238,1.6525591925313925,1.4073945102305625,-1.6628230526025645,0.0,0.0,0.8333,0.1667,1.391821509668905
5004295,16_R10-,0,44,89,98,98,98,100,2.48,5.2,Non-cohesive,5004295,2.3253692072062,-1.2807001394552189,0.2637547787532039,0.3820278734181322,1.6822771446230116,1.5882079171740435,-1.1102397090247866,0.125,0.0,0.625,0.25,0.8619861714878695
5004848,16_R11-,0,23,70,97,100,100,100,4.07,10.99,Cohesive,5004848,2.219281342359212,-0.7768601661107369,0.7264555344506366,0.3094171174641542,1.6439016419469594,1.7226278197428635,-0.4456964352768383,0.0,0.0,0.9333,0.0667,-0.4450192427027686
5005107,177_M06-,0,4,13,49,89,100,100,17.2,58.0,Non-cohesive,5005107,0.0555671019904036,0.5825259070533993,0.6597950562765771,-0.498881000793161,-0.4820480752645396,-0.3286285194256263,0.7918427272087886,0.0,0.0,1.0,0.0,0.3321056909929394
5005108,177_M03-,0,9,21,44,84,100,100,23.2,64.0,Non-cohesive,5005108,0.2106992040757196,0.9816699182324206,1.193874614703997,-0.469871322382565,-0.6213557220631335,-0.7732548308075502,-0.2890571456381964,0.6667,0.0,0.3333,0.0,-0.7685993486993317
5005108,177_M04-,0,4,15,45,88,97,100,21.58,59.53,Mixed,5005108,0.2106992040757196,0.9816699182324206,1.193874614703997,-0.469871322382565,-0.6213557220631335,-0.7732548308075502,-0.2890571456381964,0.6667,0.0,0.3333,0.0,-0.7685993486993317
5000262,192_M07A,0,3,12,35,96,100,100,27.8,54.56,Non-cohesive,5000262,0.2609135494092023,0.1154249124520189,0.3057757830048281,-0.5838535186602376,-0.5212261311334022,-0.0742296950995714,1.9091692958620967,0.8333,0.0,0.0,0.1667,-0.0361653057592874
5000494,192_M06B,0,10,35,88,99,100,100,8.54,15.22,Non-cohesive,5000494,0.3145487639436224,0.2032823397498211,0.4369847870725198,-0.4380657372784856,0.2197265034887925,0.4894213629924759,0.9112314711416186,0.5,0.0,0.25,0.25,0.3321056909929394
5000494,192_M06A,0,15,43,86,100,100,100,7.29,15.52,Non-cohesive,5000494,0.3145487639436224,0.2032823397498211,0.4369847870725198,-0.4380657372784856,0.2197265034887925,0.4894213629924759,0.9112314711416186,0.5,0.0,0.25,0.25,0.3321056909929394
5000623,192_M10B,0,1,12,54,100,100,100,15.01,47.3,Non-cohesive,5000623,-0.0526038229207174,0.5236075244440009,0.5212315871839822,-1.0399294494811742,-0.7239446339744721,-0.7266626105589951,0.3159606214156055,0.3333,0.0,0.3333,0.3333,0.6853442972182613
5001216,192_T1.01-,0,13,27,67,100,100,100,11.58,40.73,Non-cohesive,5001216,-0.4891589156335573,0.3185760859298121,-0.0030746541671983,-0.5534691071452207,-0.6349207694135955,-0.7143995637376923,-0.011674898143774,0.75,0.0,0.0,0.25,0.3095345340456345
5001564,192_M06B,0,10,35,88,99,100,100,8.54,15.22,Non-cohesive,5001564,0.3139584364434428,0.0910097880044869,0.3169077602210736,-0.4319076220566898,-0.4518494766463117,0.6895205251878779,4.478890505639224,0.3333,0.0,0.3333,0.3333,0.6853442972182613
5001899,192_M07A,0,3,12,35,96,100,100,27.8,54.56,Non-cohesive,5001899,0.2929286690989353,0.1631514271173842,0.3790686054636648,-0.5517332469503836,-0.5879898738308535,0.1184860652549989,2.911201859667212,0.5,0.0,0.25,0.25,0.3095345340456345
