UVM_ID,SGAT_ID,SiltOrSmal,Sand,FineGravel,CourseGrav,Cobble,Boulder,Bedrock,d50,d84,consistenc,Code,DA(sqmi),slope(m/m),daxslope,bkf_width_HAND,q2_width,q500_width,confinement,Percent Cohesive,Percent Mixed,Percent Noncohesive,Percent Null,Average Depth To Bedrock
7001419,39_R19-,0,26,43,72,96,96,100,8.11,40.0,Non-cohesive,7001419,2.216093705387608,-0.2040137251182376,1.3347801827929746,-0.1793320464675888,1.4241642922902586,1.2952858711121475,-1.1243460980928797,0.0,0.0,0.75,0.25,0.3321056909929394
7001099,39_R17A,0,24,38,53,100,100,100,13.92,47.66,Non-cohesive,7001099,2.3253692072062,-0.5942034089907539,0.995444129477891,0.4961476574059725,1.2990841115717178,1.2491657711548394,-0.7722290107124244,0.0,0.0,0.8333,0.1667,-0.0211329152323823
7000279,39_R17A,0,24,38,53,100,100,100,13.92,47.66,Non-cohesive,7000279,2.3416690869574084,-0.6401492224473201,0.9578906342199718,0.5497649359379567,1.2630050572089349,1.1723078733057617,-0.908724053523364,0.2857,0.0,0.6667,0.0476,-0.5332724663667308
7002224,39_R19-,0,26,43,72,96,96,100,8.11,40.0,Non-cohesive,7002224,2.216093705387608,-0.2472585490170359,1.2886885180893315,-0.0294279360145959,1.827115575025104,1.6482774625319274,-1.4930165579289258,0.0,0.0,0.8333,0.1667,-0.0211329152323823
7003026,39_R19-,0,26,43,72,96,96,100,8.11,40.0,Non-cohesive,7003026,2.2078776682366974,-0.2890531714752845,1.2383877424056535,0.027477750427448,0.6699869201361616,0.7141585877225263,-0.1363756161745168,0.2,0.0,0.6,0.2,0.0750202133631365
7002213,39_R18B,0,0,0,0,10,20,100,535.0,851.2,Cohesive,7002213,2.2209730458922614,-0.258179847238252,1.2804659113991606,0.4571128397662671,0.7812343787011795,0.874510619583192,-0.0025579947670464,0.4375,0.0,0.5313,0.0313,-0.6022047796837999
7002213,39_R18C,0,22,32,56,97,100,100,13.4,48.78,Non-cohesive,7002213,2.2209730458922614,-0.258179847238252,1.2804659113991606,0.4571128397662671,0.7812343787011795,0.874510619583192,-0.0025579947670464,0.4375,0.0,0.5313,0.0313,-0.6022047796837999
7001198,39_R17A,0,24,38,53,100,100,100,13.92,47.66,Non-cohesive,7001198,2.3253692072062,-0.7857271915125342,0.7913121855618791,0.6843054985401842,1.723188336477976,1.5990747806779069,-1.241210126483265,0.1429,0.0,0.7143,0.1429,-0.12207112910073
7001372,39_R16-,0,25,43,66,96,100,100,8.77,44.8,Non-cohesive,7001372,2.451091980305069,-0.8835690682078695,0.7750896308478376,0.5363223258627359,1.4759931231926602,1.5069064655723288,-0.5491493191817793,0.2,0.0,0.76,0.04,-0.5580555966948716
7001372,39_R17A,0,24,38,53,100,100,100,13.92,47.66,Non-cohesive,7001372,2.451091980305069,-0.8835690682078695,0.7750896308478376,0.5363223258627359,1.4759931231926602,1.5069064655723288,-0.5491493191817793,0.2,0.0,0.76,0.04,-0.5580555966948716
7002119,39_R19-,0,26,43,72,96,96,100,8.11,40.0,Non-cohesive,7002119,2.212819968598608,0.1170954866184291,1.6747352347598088,0.3031631589180705,1.011326638724102,1.014633598133776,-0.4432218069340176,0.125,0.0,0.75,0.125,-0.197729647188096
7001031,39_R19-,0,26,43,72,96,96,100,8.11,40.0,Non-cohesive,7001031,2.217724299568713,-0.428255578013491,1.096918433504859,0.5449855727228913,1.3183066322270398,1.0845585677344944,-1.46947595990393,0.3636,0.0,0.5455,0.0909,-0.3422753362786365
7001031,39_R18C,0,22,32,56,97,100,100,13.4,48.78,Non-cohesive,7001031,2.217724299568713,-0.428255578013491,1.096918433504859,0.5449855727228913,1.3183066322270398,1.0845585677344944,-1.46947595990393,0.3636,0.0,0.5455,0.0909,-0.3422753362786365
7001475,57_T4.03-,0,13,31,76,100,100,100,9.99,32.0,Non-cohesive,7001475,-0.0810838206152984,0.2621502652302772,0.2226140717044705,-0.4571493207901808,-0.2394515358561678,0.1301633076797479,1.4923730765880747,0.0,0.0,1.0,0.0,-0.727610127683026
7000716,57_T4.01-,0,8,35,92,100,100,100,8.34,14.54,Non-cohesive,7000716,0.1636808603788307,0.7452838627034023,0.9089938979616442,-0.634893191341986,-0.6398868808281226,-0.7495817195965963,-0.1226205156233214,0.0,0.0,1.0,0.0,-0.727610127683026
7000716,57_T4.02-,0,1,12,40,97,100,100,24.42,53.05,Non-cohesive,7000716,0.1636808603788307,0.7452838627034023,0.9089938979616442,-0.634893191341986,-0.6398868808281226,-0.7495817195965963,-0.1226205156233214,0.0,0.0,1.0,0.0,-0.727610127683026
7001113,57_T3.02-,0,2,7,30,82,95,100,34.46,93.54,Non-cohesive,7001113,-0.1054058966241091,0.819317623429953,0.7994242206508422,-0.6476825504162679,-0.6841955554823645,-0.5427722864899643,0.8379758896217809,0.1667,0.0,0.6667,0.1667,-0.0211329152323823
7001113,57_T3.01A,0,4,18,74,100,100,100,11.54,34.46,Non-cohesive,7001113,-0.1054058966241091,0.819317623429953,0.7994242206508422,-0.6476825504162679,-0.6841955554823645,-0.5427722864899643,0.8379758896217809,0.1667,0.0,0.6667,0.1667,-0.0211329152323823
7001113,57_T3.01B,0,0,2,28,82,100,100,35.56,85.33,Mixed,7001113,-0.1054058966241091,0.819317623429953,0.7994242206508422,-0.6476825504162679,-0.6841955554823645,-0.5427722864899643,0.8379758896217809,0.1667,0.0,0.6667,0.1667,-0.0211329152323823
7002516,57_T4.04-,0,6,28,78,100,100,100,10.18,29.09,Non-cohesive,7002516,-0.1979512291184395,0.4219259325240901,0.3110501533261786,-0.5747899767997288,-0.3717530372269116,-0.1591286538876847,0.963922826013658,0.0,0.0,1.0,0.0,-0.727610127683026
7001618,57_M04-,0,2,13,34,94,100,100,28.8,56.0,Non-cohesive,7001618,0.4399015496210342,0.5751640889973403,0.9211489831664612,-0.4380576009315751,-0.5428616813769627,-0.2598636948293115,1.304612903640548,0.5,0.0,0.25,0.25,0.2756777986246772
7001401,57_T4.02-,0,1,12,40,97,100,100,24.42,53.05,Non-cohesive,7001401,0.1216671972612668,0.6172807620262211,0.743136512788096,-0.5339978648034397,-0.5145087217258324,-0.5695599596491856,0.0255791570217598,0.25,0.0,0.75,0.0,-0.727610127683026
7003070,57_T4.03-,0,13,31,76,100,100,100,9.99,32.0,Non-cohesive,7003070,-0.0931290322055107,0.5647410021036003,0.5366877360629329,-0.4491778396412847,-0.5009678907761164,-0.2379216416640373,1.2110045202452613,0.0,0.0,1.0,0.0,-0.727610127683026
7003070,57_T4.04-,0,6,28,78,100,100,100,10.18,29.09,Non-cohesive,7003070,-0.0931290322055107,0.5647410021036003,0.5366877360629329,-0.4491778396412847,-0.5009678907761164,-0.2379216416640373,1.2110045202452613,0.0,0.0,1.0,0.0,-0.727610127683026
7001634,57_M05-,0,4,15,41,89,98,100,25.0,59.0,Non-cohesive,7001634,0.295470263355535,0.912353516368357,1.1793714736048833,-0.4713144903408052,-0.5224557676785118,-0.6686388429763513,-0.3122011468096931,0.8,0.0,0.2,0.0,-0.7727524415776359
7001558,57_T4.03-,0,13,31,76,100,100,100,9.99,32.0,Non-cohesive,7001558,-0.0240479389443956,0.6591892047672734,0.6857401885362916,-0.5875440463951577,-0.6103985203979052,-0.5638093346615014,0.4495015398072874,0.5,0.0,0.5,0.0,-0.727610127683026
7000706,57_T4.04-,0,6,28,78,100,100,100,10.18,29.09,Non-cohesive,7000706,-0.2723357189587191,0.6106439342471223,0.4600902875237594,-0.4134080329965842,-0.3045323356770437,-0.4327431832169218,-0.3430568693467192,0.0,0.0,1.0,0.0,-0.727610127683026
7001051,57_T4.01-,0,8,35,92,100,100,100,8.34,14.54,Non-cohesive,7001051,0.2030993848567407,0.0479321028760985,0.1933449426202893,-0.4287932095907553,-0.0368194150856364,0.2877057617411829,1.2321897290501052,0.2857,0.0,0.7143,0.0,-0.727610127683026
7001175,57_T4.01-,0,8,35,92,100,100,100,8.34,14.54,Non-cohesive,7001175,0.2615060158039257,-0.0240842108063141,0.157497647105431,-0.4739982522619436,0.1551547837812173,0.3901374758591382,0.8102970316047894,0.5,0.0,0.25,0.25,0.2756777986246772
7001938,57_T4.03-,0,13,31,76,100,100,100,9.99,32.0,Non-cohesive,7001938,-0.0634317113999325,0.3377521536967956,0.3155570048936035,-0.2967219044347571,0.0787191633854793,0.4174285105557984,1.2332697650699864,0.5,0.0,0.5,0.0,-0.727610127683026
7000129,57_T7.01-,0,5,12,42,93,100,100,23.53,55.53,Non-cohesive,7000129,-0.1837802304692727,0.9283098156220028,0.8606955156671443,-0.872427851389433,-0.8545651043229623,-0.937878710221938,0.0729118588015168,0.7059,0.0,0.2941,0.0,-0.7633176979736623
7000027,57_T6.01-,0,6,14,36,92,100,100,28.0,57.14,Non-cohesive,7000027,-0.1706030453696919,0.8352275477301753,0.7707152989103339,-0.5209853373301295,-0.5877660977918214,-0.6841856677273757,-0.0963749181551225,0.5,0.0,0.5,0.0,-0.727610127683026
7000022,57_M04-,0,2,13,34,94,100,100,28.8,56.0,Non-cohesive,7000022,0.9856775456617676,-0.1703252983428149,0.5088627464200274,-0.16111343589178,0.7439582962545314,0.8480747487098054,0.054840242507768,0.1379,0.0,0.8276,0.0345,-0.5814393152922794
7000022,57_M03B,0,12,41,92,100,100,100,7.44,14.37,Non-cohesive,7000022,0.9856775456617676,-0.1703252983428149,0.5088627464200274,-0.16111343589178,0.7439582962545314,0.8480747487098054,0.054840242507768,0.1379,0.0,0.8276,0.0345,-0.5814393152922794
7000022,57_M03C,0,8,23,86,100,100,100,10.06,15.67,Non-cohesive,7000022,0.9856775456617676,-0.1703252983428149,0.5088627464200274,-0.16111343589178,0.7439582962545314,0.8480747487098054,0.054840242507768,0.1379,0.0,0.8276,0.0345,-0.5814393152922794
7002415,58_T1.01-,0,9,25,73,99,100,100,11.02,36.31,Non-cohesive,7002415,-0.512923499928588,0.4962731865968628,0.1696748968026463,-0.4017015093482138,-0.3452186678745294,-0.2593525046587185,0.4771595696480461,0.0,0.0,0.75,0.25,0.3321056909929394
7001589,58_T1.02-,0,2,8,28,80,94,100,36.31,118.86,Non-cohesive,7001589,-0.801795901742563,1.1305521171384982,0.6433732591471373,-0.8547555984471928,-1.1188129529160196,-1.360520767406851,-0.4013538805395137,0.0,0.0,1.0,0.0,-0.727610127683026
7002321,55_T2S1.02B,0,25,48,88,93,95,100,6.12,14.96,Non-cohesive,7002321,-0.7555422257261679,0.6196245329938573,0.1312084927627391,-0.7035111747962184,-0.7775413341274526,-0.7777339816656601,0.3495656159405167,0.0,0.0,1.0,0.0,-0.727610127683026
7000211,55_T2S1.03B,0,22,36,61,85,98,100,11.42,62.0,Non-cohesive,7000211,-0.8698761970577411,0.689594582237238,0.1257014837953293,-0.753322401221809,-0.898215316983507,-0.7778450078419115,0.8555332164114332,0.5,0.0,0.5,0.0,-0.7840380200512883
7001340,55_T1.01-,0,9,42,92,100,100,100,7.26,14.34,Non-cohesive,7001340,0.2753093054555397,0.2255574010861227,0.4332416370168337,-0.5475802499558242,-0.0355581467930375,0.2543623643181334,1.1019997953541243,0.4167,0.0,0.5,0.0833,-0.4119750689319142
7001792,55_M12-,0,11,18,43,96,100,100,22.34,53.13,Non-cohesive,7001792,0.3673440236366687,0.352915440936046,0.6334478745184876,-0.4979221990543661,-0.293091658965706,-0.02233226320268,1.1462467863945252,0.15,0.0,0.8,0.05,-0.5269525424214854
7002957,55_T2S1.02A,0,21,35,58,91,99,100,12.38,53.82,Non-cohesive,7002957,-0.7521192830758315,1.1672202325856655,0.7172503890378066,-0.5874188679183971,-0.8584456093463697,-0.7433297083141915,0.8179348182155481,0.0,0.0,1.0,0.0,-0.727610127683026
